# QABS and QSCA for DUSTEM
#
# nsize (number of sampled sizes in this file)
# sizes (microns)
          50
 3.0000E-04  3.7104E-04  4.5891E-04  5.6759E-04  7.0200E-04  8.6824E-04  1.0738E-03  1.3281E-03  1.6427E-03  2.0317E-03  2.5128E-03  3.1079E-03  3.8438E-03  4.7541E-03  5.8799E-03  7.2724E-03  8.9946E-03  1.1125E-02  1.3759E-02  1.7017E-02  2.1047E-02  2.6031E-02  3.2196E-02  3.9820E-02  4.9250E-02  6.0913E-02  7.5338E-02  9.3179E-02  1.1525E-01  1.4254E-01  1.7629E-01  2.1804E-01  2.6967E-01  3.3354E-01  4.1252E-01  5.1021E-01  6.3103E-01  7.8047E-01  9.6529E-01  1.1939E+00  1.4766E+00  1.8263E+00  2.2588E+00  2.7937E+00  3.4553E+00  4.2735E+00  5.2855E+00  6.5372E+00  8.0853E+00  1.0000E+01
#
#### QABS ####
 3.6590E-04  4.5250E-04  5.5956E-04  6.9189E-04  8.5539E-04  1.0573E-03  1.3065E-03  1.6136E-03  1.9915E-03  2.4554E-03  3.0230E-03  3.7144E-03  4.5528E-03  5.5655E-03  6.7881E-03  8.2729E-03  1.0096E-02  1.2348E-02  1.5097E-02  1.8370E-02  2.2287E-02  2.7220E-02  3.3168E-02  4.0542E-02  4.9491E-02  6.0409E-02  7.3653E-02  8.9721E-02  1.0906E-01  1.3217E-01  1.5964E-01  1.9197E-01  2.2957E-01  2.7265E-01  3.2119E-01  3.7474E-01  4.3232E-01  4.9236E-01  5.5272E-01  6.1082E-01  6.6402E-01  7.1005E-01  7.4751E-01  7.7610E-01  7.9664E-01  8.1068E-01  8.1995E-01  8.2595E-01  8.2984E-01  8.3239E-01
 1.0534E-03  1.3028E-03  1.6110E-03  1.9920E-03  2.4628E-03  3.0442E-03  3.7616E-03  4.6460E-03  5.7343E-03  7.0702E-03  8.7046E-03  1.0695E-02  1.3107E-02  1.6015E-02  1.9516E-02  2.3748E-02  2.8918E-02  3.5273E-02  4.2999E-02  5.2149E-02  6.2965E-02  7.6367E-02  9.2396E-02  1.1184E-01  1.3494E-01  1.6242E-01  1.9475E-01  2.3233E-01  2.7549E-01  3.2416E-01  3.7789E-01  4.3577E-01  4.9622E-01  5.5713E-01  6.1597E-01  6.7008E-01  7.1716E-01  7.5579E-01  7.8563E-01  8.0746E-01  8.2278E-01  8.3328E-01  8.4046E-01  8.4545E-01  8.4899E-01  8.5157E-01  8.5350E-01  8.5499E-01  8.5614E-01  8.5705E-01
 1.7299E-03  2.1393E-03  2.6455E-03  3.2712E-03  4.0443E-03  4.9992E-03  6.1775E-03  7.6301E-03  9.4176E-03  1.1612E-02  1.4296E-02  1.7565E-02  2.1523E-02  2.6288E-02  3.2008E-02  3.8893E-02  4.7257E-02  5.7489E-02  6.9880E-02  8.4482E-02  1.0154E-01  1.2234E-01  1.4702E-01  1.7631E-01  2.1044E-01  2.5003E-01  2.9528E-01  3.4584E-01  4.0134E-01  4.6062E-01  5.2184E-01  5.8277E-01  6.4081E-01  6.9336E-01  7.3837E-01  7.7475E-01  8.0255E-01  8.2281E-01  8.3713E-01  8.4716E-01  8.5425E-01  8.5935E-01  8.6313E-01  8.6598E-01  8.6817E-01  8.6989E-01  8.7124E-01  8.7232E-01  8.7318E-01  8.7386E-01
 2.3955E-03  2.9625E-03  3.6634E-03  4.5299E-03  5.6005E-03  6.9229E-03  8.5548E-03  1.0567E-02  1.3043E-02  1.6082E-02  1.9801E-02  2.4327E-02  2.9805E-02  3.6391E-02  4.4274E-02  5.3723E-02  6.5140E-02  7.9039E-02  9.5804E-02  1.1547E-01  1.3819E-01  1.6543E-01  1.9752E-01  2.3480E-01  2.7746E-01  3.2577E-01  3.7939E-01  4.3722E-01  4.9804E-01  5.5975E-01  6.1983E-01  6.7565E-01  7.2485E-01  7.6583E-01  7.9810E-01  8.2226E-01  8.3971E-01  8.5210E-01  8.6092E-01  8.6731E-01  8.7204E-01  8.7561E-01  8.7836E-01  8.8050E-01  8.8219E-01  8.8352E-01  8.8458E-01  8.8543E-01  8.8610E-01  8.8664E-01
 3.0504E-03  3.7724E-03  4.6651E-03  5.7685E-03  7.1319E-03  8.8159E-03  1.0894E-02  1.3457E-02  1.6611E-02  2.0482E-02  2.5219E-02  3.0984E-02  3.7956E-02  4.6328E-02  5.6324E-02  6.8255E-02  8.2594E-02  9.9961E-02  1.2083E-01  1.4519E-01  1.7306E-01  2.0593E-01  2.4434E-01  2.8805E-01  3.3723E-01  3.9166E-01  4.5034E-01  5.1162E-01  5.7352E-01  6.3345E-01  6.8880E-01  7.3728E-01  7.7743E-01  8.0890E-01  8.3242E-01  8.4944E-01  8.6160E-01  8.7033E-01  8.7672E-01  8.8147E-01  8.8508E-01  8.8786E-01  8.9002E-01  8.9172E-01  8.9305E-01  8.9411E-01  8.9495E-01  8.9562E-01  8.9615E-01  8.9658E-01
 3.6949E-03  4.5695E-03  5.6508E-03  6.9873E-03  8.6390E-03  1.0679E-02  1.3197E-02  1.6301E-02  2.0122E-02  2.4814E-02  3.0553E-02  3.7537E-02  4.5980E-02  5.6105E-02  6.8166E-02  8.2503E-02  9.9642E-02  1.2029E-01  1.4501E-01  1.7373E-01  2.0629E-01  2.4408E-01  2.8785E-01  3.3671E-01  3.9081E-01  4.4933E-01  5.1070E-01  5.7289E-01  6.3337E-01  6.8950E-01  7.3898E-01  7.8023E-01  8.1279E-01  8.3728E-01  8.5509E-01  8.6785E-01  8.7702E-01  8.8371E-01  8.8869E-01  8.9244E-01  8.9531E-01  8.9752E-01  8.9924E-01  9.0059E-01  9.0164E-01  9.0247E-01  9.0313E-01  9.0364E-01  9.0405E-01  9.0438E-01
 4.3292E-03  5.3539E-03  6.6208E-03  8.1869E-03  1.0122E-02  1.2513E-02  1.5463E-02  1.9101E-02  2.3579E-02  2.9078E-02  3.5804E-02  4.3990E-02  5.3880E-02  6.5728E-02  7.9810E-02  9.6482E-02  1.1631E-01  1.4007E-01  1.6840E-01  2.0117E-01  2.3801E-01  2.8009E-01  3.2838E-01  3.8134E-01  4.3905E-01  5.0010E-01  5.6248E-01  6.2389E-01  6.8156E-01  7.3310E-01  7.7670E-01  8.1161E-01  8.3818E-01  8.5765E-01  8.7163E-01  8.8165E-01  8.8890E-01  8.9424E-01  8.9822E-01  9.0123E-01  9.0352E-01  9.0528E-01  9.0663E-01  9.0767E-01  9.0848E-01  9.0912E-01  9.0961E-01  9.0999E-01  9.1029E-01  9.1053E-01
 4.9534E-03  6.1259E-03  7.5755E-03  9.3675E-03  1.1582E-02  1.4317E-02  1.7694E-02  2.1857E-02  2.6982E-02  3.3276E-02  4.0975E-02  5.0344E-02  6.1659E-02  7.5202E-02  9.1262E-02  1.1021E-01  1.3261E-01  1.5933E-01  1.9104E-01  2.2759E-01  2.6832E-01  3.1416E-01  3.6623E-01  4.2241E-01  4.8268E-01  5.4507E-01  6.0727E-01  6.6680E-01  7.2097E-01  7.6776E-01  8.0595E-01  8.3554E-01  8.5746E-01  8.7326E-01  8.8453E-01  8.9261E-01  8.9848E-01  9.0279E-01  9.0599E-01  9.0839E-01  9.1019E-01  9.1154E-01  9.1257E-01  9.1336E-01  9.1395E-01  9.1440E-01  9.1475E-01  9.1502E-01  9.1522E-01  9.1538E-01
