# g=<cos(theta)>  scattering factors for DUSTEM
#
# nsize (number of sampled sizes in this file)
# sizes (microns)
# g values: g(size1),...., g(sizeN)
#
          50
 3.0000E-04  3.7104E-04  4.5891E-04  5.6759E-04  7.0200E-04  8.6824E-04  1.0738E-03  1.3281E-03  1.6427E-03  2.0317E-03  2.5128E-03  3.1079E-03  3.8438E-03  4.7541E-03  5.8799E-03  7.2724E-03  8.9946E-03  1.1125E-02  1.3759E-02  1.7017E-02  2.1047E-02  2.6031E-02  3.2196E-02  3.9820E-02  4.9250E-02  6.0913E-02  7.5338E-02  9.3179E-02  1.1525E-01  1.4254E-01  1.7629E-01  2.1804E-01  2.6967E-01  3.3354E-01  4.1252E-01  5.1021E-01  6.3103E-01  7.8047E-01  9.6529E-01  1.1939E+00  1.4766E+00  1.8263E+00  2.2588E+00  2.7937E+00  3.4553E+00  4.2735E+00  5.2855E+00  6.5372E+00  8.0853E+00  1.0000E+01
#### g-factor ####              (lines are lambda from LAMBDA.DAT and columns are the N sizes)
 3.2622E-04  4.9911E-04  7.6372E-04  1.1688E-03  1.7892E-03  2.7398E-03  4.1981E-03  6.4383E-03  9.8873E-03  1.5215E-02  2.3484E-02  3.6400E-02  5.6731E-02  8.8954E-02  1.4001E-01  2.1916E-01  3.3373E-01  4.7689E-01  6.1915E-01  7.3044E-01  8.0244E-01  8.4441E-01  8.7415E-01  8.9229E-01  9.0222E-01  9.0649E-01  9.0857E-01  9.1115E-01  9.1416E-01  9.1639E-01  9.1799E-01  9.1921E-01  9.2009E-01  9.2071E-01  9.2113E-01  9.2139E-01  9.2153E-01  9.2158E-01  9.2157E-01  9.2151E-01  9.2141E-01  9.2130E-01  9.2117E-01  9.2104E-01  9.2091E-01  9.2078E-01  9.2066E-01  9.2055E-01  9.2044E-01  9.2034E-01
 3.1454E-04  4.8124E-04  7.3637E-04  1.1269E-03  1.7251E-03  2.6418E-03  4.0478E-03  6.2078E-03  9.5334E-03  1.4671E-02  2.2644E-02  3.5100E-02  5.4711E-02  8.5809E-02  1.3514E-01  2.1182E-01  3.2346E-01  4.6440E-01  6.0655E-01  7.1971E-01  7.9471E-01  8.3848E-01  8.6808E-01  8.8661E-01  8.9630E-01  9.0048E-01  9.0278E-01  9.0573E-01  9.0883E-01  9.1104E-01  9.1267E-01  9.1388E-01  9.1475E-01  9.1536E-01  9.1576E-01  9.1600E-01  9.1612E-01  9.1614E-01  9.1610E-01  9.1602E-01  9.1590E-01  9.1577E-01  9.1563E-01  9.1548E-01  9.1533E-01  9.1519E-01  9.1506E-01  9.1493E-01  9.1482E-01  9.1471E-01
 3.0330E-04  4.6405E-04  7.1007E-04  1.0867E-03  1.6635E-03  2.5474E-03  3.9033E-03  5.9861E-03  9.1930E-03  1.4147E-02  2.1836E-02  3.3848E-02  5.2765E-02  8.2775E-02  1.3044E-01  2.0473E-01  3.1349E-01  4.5220E-01  5.9412E-01  7.0889E-01  7.8661E-01  8.3240E-01  8.6198E-01  8.8084E-01  8.9035E-01  8.9455E-01  8.9713E-01  9.0040E-01  9.0357E-01  9.0577E-01  9.0742E-01  9.0863E-01  9.0949E-01  9.1009E-01  9.1047E-01  9.1068E-01  9.1078E-01  9.1078E-01  9.1072E-01  9.1061E-01  9.1048E-01  9.1032E-01  9.1016E-01  9.1000E-01  9.0983E-01  9.0968E-01  9.0953E-01  9.0940E-01  9.0927E-01  9.0916E-01
 2.9249E-04  4.4752E-04  6.8477E-04  1.0480E-03  1.6042E-03  2.4566E-03  3.7641E-03  5.7728E-03  8.8653E-03  1.3642E-02  2.1057E-02  3.2642E-02  5.0888E-02  7.9849E-02  1.2589E-01  1.9786E-01  3.0381E-01  4.4028E-01  5.8185E-01  6.9804E-01  7.7821E-01  8.2610E-01  8.5587E-01  8.7497E-01  8.8441E-01  8.8871E-01  8.9161E-01  8.9516E-01  8.9836E-01  9.0058E-01  9.0224E-01  9.0345E-01  9.0431E-01  9.0489E-01  9.0525E-01  9.0544E-01  9.0551E-01  9.0549E-01  9.0541E-01  9.0528E-01  9.0512E-01  9.0495E-01  9.0477E-01  9.0459E-01  9.0441E-01  9.0425E-01  9.0409E-01  9.0394E-01  9.0380E-01  9.0368E-01
 2.8185E-04  4.3123E-04  6.5985E-04  1.0098E-03  1.5458E-03  2.3672E-03  3.6272E-03  5.5628E-03  8.5431E-03  1.3147E-02  2.0294E-02  3.1463E-02  4.9062E-02  7.7015E-02  1.2153E-01  1.9130E-01  2.9457E-01  4.2879E-01  5.6970E-01  6.8670E-01  7.6875E-01  8.1866E-01  8.4877E-01  8.6788E-01  8.7736E-01  8.8192E-01  8.8533E-01  8.8918E-01  8.9238E-01  8.9463E-01  8.9632E-01  8.9753E-01  8.9838E-01  8.9893E-01  8.9927E-01  8.9944E-01  8.9949E-01  8.9944E-01  8.9933E-01  8.9918E-01  8.9900E-01  8.9880E-01  8.9860E-01  8.9840E-01  8.9821E-01  8.9803E-01  8.9785E-01  8.9769E-01  8.9755E-01  8.9741E-01
 2.7157E-04  4.1550E-04  6.3577E-04  9.7299E-04  1.4894E-03  2.2809E-03  3.4950E-03  5.3601E-03  8.2319E-03  1.2669E-02  1.9557E-02  3.0324E-02  4.7297E-02  7.4280E-02  1.1731E-01  1.8496E-01  2.8564E-01  4.1766E-01  5.5783E-01  6.7545E-01  7.5902E-01  8.1078E-01  8.4147E-01  8.6055E-01  8.7022E-01  8.7514E-01  8.7907E-01  8.8315E-01  8.8637E-01  8.8867E-01  8.9037E-01  8.9159E-01  8.9242E-01  8.9297E-01  8.9328E-01  8.9343E-01  8.9345E-01  8.9337E-01  8.9324E-01  8.9306E-01  8.9285E-01  8.9264E-01  8.9242E-01  8.9220E-01  8.9199E-01  8.9179E-01  8.9161E-01  8.9143E-01  8.9128E-01  8.9113E-01
 2.6167E-04  4.0035E-04  6.1260E-04  9.3753E-04  1.4352E-03  2.1978E-03  3.3676E-03  5.1649E-03  7.9323E-03  1.2208E-02  1.8847E-02  2.9227E-02  4.5596E-02  7.1638E-02  1.1324E-01  1.7883E-01  2.7697E-01  4.0681E-01  5.4623E-01  6.6438E-01  7.4923E-01  8.0266E-01  8.3411E-01  8.5322E-01  8.6318E-01  8.6853E-01  8.7295E-01  8.7721E-01  8.8046E-01  8.8281E-01  8.8454E-01  8.8576E-01  8.8658E-01  8.8711E-01  8.8740E-01  8.8752E-01  8.8752E-01  8.8742E-01  8.8726E-01  8.8705E-01  8.8683E-01  8.8659E-01  8.8635E-01  8.8611E-01  8.8589E-01  8.8567E-01  8.8548E-01  8.8529E-01  8.8512E-01  8.8497E-01
 2.5211E-04  3.8573E-04  5.9023E-04  9.0329E-04  1.3827E-03  2.1175E-03  3.2447E-03  4.9763E-03  7.6428E-03  1.1763E-02  1.8161E-02  2.8167E-02  4.3953E-02  6.9089E-02  1.0931E-01  1.7292E-01  2.6862E-01  3.9634E-01  5.3501E-01  6.5357E-01  7.3942E-01  7.9426E-01  8.2657E-01  8.4583E-01  8.5617E-01  8.6204E-01  8.6693E-01  8.7134E-01  8.7464E-01  8.7705E-01  8.7880E-01  8.8003E-01  8.8085E-01  8.8136E-01  8.8163E-01  8.8173E-01  8.8170E-01  8.8158E-01  8.8139E-01  8.8117E-01  8.8092E-01  8.8066E-01  8.8040E-01  8.8015E-01  8.7991E-01  8.7968E-01  8.7947E-01  8.7927E-01  8.7909E-01  8.7893E-01
