2.20000000e-02	2.68217791e-03	0.00000000e+00
2.30000000e-02	3.18600815e-02	1.72711297e-05
2.40000000e-02	2.97795499e-02	4.80909454e-05
2.50000000e-02	2.80173085e-02	7.69893746e-05
2.60000000e-02	2.68373055e-02	1.04416682e-04
2.70000000e-02	2.60687509e-02	1.30869710e-04
2.80000000e-02	2.44229572e-02	1.56115564e-04
2.90000000e-02	2.38562452e-02	1.80255165e-04
3.00000000e-02	2.21095302e-02	2.03238053e-04
3.10000000e-02	2.13021597e-02	2.24943898e-04
3.20000000e-02	2.02463676e-02	2.45718161e-04
3.30000000e-02	1.92837335e-02	2.65483212e-04
3.40000000e-02	1.80804410e-02	2.84165299e-04
3.50000000e-02	1.75059658e-02	3.01958503e-04
3.60000000e-02	1.92682072e-02	3.20345589e-04
3.70000000e-02	2.07975532e-02	3.40378469e-04
3.80000000e-02	1.90741277e-02	3.60314310e-04
3.90000000e-02	1.93070231e-02	3.79504885e-04
4.00000000e-02	2.18611085e-02	4.00088951e-04
4.10000000e-02	2.24743996e-02	4.22256705e-04
4.20000000e-02	2.09683431e-02	4.43978076e-04
4.30000000e-02	1.98116296e-02	4.64368063e-04
4.40000000e-02	2.06112369e-02	4.84579496e-04
4.50000000e-02	2.04947893e-02	5.05132509e-04
4.60000000e-02	1.88489956e-02	5.24804402e-04
4.70000000e-02	1.85074158e-02	5.43482607e-04
4.80000000e-02	1.89266274e-02	5.62199629e-04
4.90000000e-02	1.75835976e-02	5.80454741e-04
5.00000000e-02	1.85695212e-02	5.98531301e-04
5.10000000e-02	2.23657151e-02	6.18998919e-04
5.20000000e-02	2.40503247e-02	6.42206939e-04
5.30000000e-02	2.19387403e-02	6.65201471e-04
5.40000000e-02	1.95243920e-02	6.85933037e-04
5.50000000e-02	1.92371545e-02	7.05313811e-04
5.60000000e-02	2.21638725e-02	7.26014324e-04
5.70000000e-02	2.33904546e-02	7.48791488e-04
5.80000000e-02	2.27771635e-02	7.71875297e-04
5.90000000e-02	2.22259779e-02	7.94376867e-04
6.00000000e-02	1.98426823e-02	8.15411197e-04
6.10000000e-02	1.94700498e-02	8.35067564e-04
6.20000000e-02	2.15971605e-02	8.55601169e-04
6.30000000e-02	2.10692644e-02	8.76934381e-04
6.40000000e-02	2.15428183e-02	8.98240422e-04
6.50000000e-02	2.06422896e-02	9.19332976e-04
6.60000000e-02	1.98349192e-02	9.39571581e-04
6.70000000e-02	2.10071590e-02	9.59992620e-04
6.80000000e-02	1.98426823e-02	9.80417541e-04
6.90000000e-02	1.94467603e-02	1.00006226e-03
7.00000000e-02	1.87558374e-02	1.01916356e-03
7.10000000e-02	1.85229421e-02	1.03780295e-03
7.20000000e-02	2.01454463e-02	1.05713714e-03
7.30000000e-02	1.99358405e-02	1.07717779e-03
7.40000000e-02	1.94079444e-02	1.09684968e-03
7.50000000e-02	1.87946533e-02	1.11595098e-03
7.60000000e-02	1.78087298e-02	1.13425267e-03
7.70000000e-02	1.75214922e-02	1.15191778e-03
7.80000000e-02	1.74438604e-02	1.16940046e-03
7.90000000e-02	1.71178069e-02	1.18668129e-03
8.00000000e-02	1.73662286e-02	1.20392331e-03
8.10000000e-02	1.72730705e-02	1.22124296e-03
8.20000000e-02	1.71799124e-02	1.23846945e-03
8.30000000e-02	1.56816191e-02	1.25490022e-03
8.40000000e-02	1.52934602e-02	1.27038776e-03
8.50000000e-02	1.61784624e-02	1.28612372e-03
8.60000000e-02	1.60697779e-02	1.30224784e-03
8.70000000e-02	1.61008307e-02	1.31833314e-03
8.80000000e-02	1.59222776e-02	1.33434470e-03
8.90000000e-02	1.57514877e-02	1.35018158e-03
9.00000000e-02	1.54409605e-02	1.36577780e-03
9.10000000e-02	1.46335901e-02	1.38081508e-03
9.20000000e-02	7.51087447e-02	1.42568625e-03
9.30000000e-02	1.29955596e-01	1.52821842e-03
9.40000000e-02	1.98737350e-01	1.69256489e-03
9.50000000e-02	2.66509892e-01	1.92518851e-03
9.60000000e-02	3.17436338e-01	2.21716162e-03
9.70000000e-02	2.29945325e-01	2.49085246e-03
9.80000000e-02	2.12866334e-01	2.71225829e-03
9.90000000e-02	2.95854704e-01	2.96661880e-03
1.00000000e-01	3.15883703e-01	3.27248801e-03
1.01000000e-01	3.36689019e-01	3.59877437e-03
1.02000000e-01	2.52380909e-01	3.89330933e-03
1.03000000e-01	2.26141368e-01	4.13257047e-03
1.04000000e-01	3.37387705e-01	4.41433501e-03
1.05000000e-01	3.93515480e-01	4.77978660e-03
1.06000000e-01	3.54544328e-01	5.15381650e-03
1.07000000e-01	3.39949554e-01	5.50106345e-03
1.08000000e-01	3.33583748e-01	5.83783010e-03
1.09000000e-01	3.32574535e-01	6.17090924e-03
1.10000000e-01	3.46470623e-01	6.51043182e-03
1.11000000e-01	3.31953481e-01	6.84964387e-03
1.12000000e-01	3.07965261e-01	7.16960324e-03
1.13000000e-01	3.12700800e-01	7.47993627e-03
1.14000000e-01	3.21706086e-01	7.79713971e-03
