# Templates from Starburst99
# SEDs of population with constant star formation, age = 100 Myr, nebular emission included 
# IMF: alpha = 2.35, Mlow = 1 Msun, Mupp = 1 Msun
# column 1: lambda in A
# column 2-6: log(Fnu) in erg/s/A, for Z=0.001, 0.004, 0.008, 0.020 and 0.040
# source: Starburst99 website (http://www.stsci.edu/science/starburst99), data corresponding to Figure 2 

5
1221
            0.001       0.004       0.008       0.020       0.040

91.000000   38.546550   38.919530   38.927510   38.735550   38.332130
4570.0000   39.411500	39.430460   39.411930	39.372830   39.310920
4590.0000   39.405030	39.421620   39.401930	39.361800   39.300480
4610.0000   39.401130	39.420690   39.401790	39.361260   39.297400
4630.0000   39.394900	39.413030   39.393020	39.351700   39.287510
4650.0000   39.389630	39.408910   39.389140	39.347640   39.282360
4670.0000   39.385260	39.406450   39.387830	39.347130   39.283290
4690.0000   39.378480	39.399710   39.380790	39.339810   39.276470
4710.0000   39.370960	39.390760   39.370940	39.328280   39.263290
4730.0000   39.369230	39.391900   39.373500	39.332010   39.266790
4750.0000   39.364150	39.388780   39.371140	39.329840   39.263950
4770.0000   39.359110	39.384720   39.367160	39.326140   39.260690
4790.0000   39.353390	39.379260   39.361520	39.320450   39.254530
4810.0000   39.347450	39.373050   39.355230	39.312870   39.246830
4830.0000   39.339560	39.366200   39.348750	39.307700   39.242070
4850.0000   39.305340	39.331200   39.311570	39.269880   39.202530
4870.0000   39.255000	39.279790   39.259020	39.217160   39.150560
4890.0000   39.321990	39.349520   39.331500	39.290340   39.224430
4910.0000   39.321310	39.348920   39.331350	39.289710   39.224140
4930.0000   39.312420	39.339610   39.321150	39.278610   39.212640
4950.0000   39.312760	39.343040   39.325850	39.283230   39.215700
4970.0000   39.308400	39.338960   39.321690	39.278420   39.210020
4990.0000   39.301710	39.329250   39.310230	39.265910   39.198170
5010.0000   39.292710	39.317910   39.297240	39.250290   39.180030
5030.0000   39.292100	39.321040   39.301980	39.256600   39.187230
5050.0000   39.285150	39.314460   39.295020	39.249470   39.178350
5070.0000   39.283100	39.315510   39.296970	39.252590   39.182560
5090.0000   39.277430	39.307590   39.287830	39.243140   39.172020
5110.0000   39.272780	39.304200   39.284790	39.239990   39.169000
5130.0000   39.267340	39.297030   39.276130	39.230300   39.158700
5150.0000   39.261810	39.290450   39.269570	39.223410   39.151480
5170.0000   39.255890	39.283690   39.262150	39.215620   39.141740
5190.0000   39.251820	39.281560   39.260640	39.213970   39.141100
5210.0000   39.247310	39.278620   39.258280	39.211700   39.137890
5230.0000   39.242760	39.276150   39.258670	39.213290   39.144530
5250.0000   39.239030	39.274740   39.258320	39.213080   39.145130
5270.0000   39.231660	39.262570   39.243110	39.196320   39.127740
5290.0000   39.229670	39.267510   39.251590	39.207060   39.140860
5310.0000   39.225240	39.265470   39.250560	39.205780   39.141840
5330.0000   39.219040	39.255250   39.237850	39.191530   39.123600
5350.0000   39.216310	39.257790   39.242840	39.197350   39.131140
5370.0000   39.211530	39.253370   39.238850	39.193800   39.127330
5390.0000   39.206700	39.247170   39.231320	39.185650   39.118220
5410.0000   39.201080	39.241230   39.225550	39.179260   39.112710
5430.0000   39.197110	39.238140   39.222840	39.177020   39.110040
5450.0000   39.193630	39.238470   39.224550	39.177330   39.108300
5470.0000   39.188820	39.232100   39.217320	39.169540   39.100490
5490.0000   39.184440	39.228150   39.213340	39.166970   39.096770
5510.0000   39.179710	39.224090   39.209160	39.161370   39.091770
5530.0000   39.175430	39.221860   39.208480	39.161610   39.095030
5550.0000   39.171420	39.219860   39.207040	39.159950   39.093930
5570.0000   39.166030	39.214230   39.201470	39.155060   39.089470
5590.0000   39.161210	39.208960   39.195610	39.148860   39.083070
5610.0000   39.157260	39.208190   39.196360	39.149050   39.082530
5630.0000   39.153260	39.204140   39.191570	39.143580   39.076450
5650.0000   39.148750	39.200220   39.188160	39.140320   39.074340
5670.0000   39.143760	39.194030   39.181380	39.133130   39.067820
5690.0000   39.139870	39.192840   39.181700	39.134420   39.071080
5710.0000   39.133360	39.184730   39.172370	39.126600   39.059570
5730.0000   39.131040	39.187810   39.178460	39.134510   39.070880
5750.0000   39.126440	39.181470   39.170610	39.124600   39.057710
5770.0000   39.122970	39.179520   39.169810	39.123870   39.058240
5790.0000   39.118750	39.173050   39.161550	39.114380   39.047260
5810.0000   39.115950	39.173250   39.164040	39.116690   39.053340
5830.0000   39.112620	39.172290   39.164710	39.118100   39.057580
5850.0000   39.108140	39.166610   39.158010	39.110600   39.047710
5870.0000   39.098880	39.159690   39.151550	39.103080   39.038560
5890.0000   39.098070	39.152710   39.138130	39.091700   39.006720
5910.0000   39.095830	39.156030   39.147640	39.098600   39.032830
5930.0000   39.091820	39.153050   39.145220	39.096000   39.033500
5950.0000   39.087690	39.149480   39.141440	39.091740   39.028770
5970.0000   39.084040	39.148390   39.141860	39.092860   39.032490
5990.0000   39.079730	39.143120   39.135080	39.084980   39.022210
6010.0000   39.075380	39.138620   39.130410	39.080410   39.018390
6030.0000   39.071850	39.137420   39.130940	39.082070   39.023570
6050.0000   39.068660	39.135920   39.130040	39.081420   39.024220
6070.0000   39.064480	39.131850   39.126680	39.079130   39.022740
6090.0000   39.060300	39.125540   39.118500	39.069310   39.010230
6110.0000   39.056360	39.122460   39.116000	39.066240   39.008170
6130.0000   39.051400	39.114550   39.105960	39.055670   38.993780
6150.0000   39.048190	39.113270   39.105960	39.054860   38.994950
6170.0000   39.043980	39.108060   39.100070	39.046750   38.982380
6190.0000   39.041470	39.109910   39.104650	39.052360   38.990970
6210.0000   39.037750	39.106370   39.100540	39.047480   38.983790
6230.0000   39.033010	39.099860   39.092800	39.038290   38.972900
6250.0000   39.027870	39.091780   39.082870	39.028210   38.963170
6270.0000   39.026250	39.095290   39.088740	39.035610   38.971180
6290.0000   39.022560	39.093450   39.088890	39.036840   38.976420
6310.0000   39.017850	39.087440   39.081570	39.028310   38.966680
6330.0000   39.014910	39.086590   39.082130	39.029410   38.968860
6350.0000   39.010850	39.083410   39.079080	39.024450   38.961350
6370.0000   39.007520	39.080270   39.075740	39.021110   38.958840
6390.0000   39.004380	39.078710   39.075470	39.022310   38.963730
6410.0000   38.999790	39.073360   39.069880	39.016200   38.958290
6430.0000   38.996740	39.071600   39.068600	39.015290   38.957040
6450.0000   38.993160	39.068570   39.065740	39.011490   38.954110
6470.0000   38.989530	39.065680   39.063540	39.009740   38.952700
6490.0000   38.984610	39.058960   39.055360	39.000610   38.941820
6510.0000   38.981750	39.059650   39.057870	39.004330   38.948640
6530.0000   38.976550	39.055890   39.054260	39.000060   38.942720
6550.0000   38.957100	39.036960   39.035160	38.981170   38.925450
6570.0000   38.907640	38.989830   38.989900	38.935550   38.887880
6590.0000   38.962910	39.042770   39.042320	38.988600   38.933980
6610.0000   38.963840	39.045230   39.045140	38.991310   38.938120
6630.0000   38.961520	39.043790   39.044010	38.989190   38.934370
6650.0000   38.958280	39.040850   39.041690	38.987340   38.933500
6670.0000   38.953160	39.035290   39.035180	38.978770   38.921410
6690.0000   38.950600	39.035900   39.036850	38.978140   38.919560
6710.0000   38.948000	39.030450   39.029220	38.968520   38.905480
6730.0000   38.945320	39.030970   39.032300	38.970890   38.910060
6750.0000   38.941500	39.026120   39.026550	38.964680   38.902690
6770.0000   38.938380	39.024330   39.025670	38.963670   38.901910
6790.0000   38.934920	39.020780   39.021340	38.957890   38.894020
6810.0000   38.931450	39.017930   39.019700	38.957900   38.897120
6830.0000   38.928310	39.016230   39.018860	38.957540   38.898720
6850.0000   38.924220	39.010510   39.012270	38.951110   38.891660
6870.0000   38.921140	39.009360   39.012360	38.952500   38.895030
6890.0000   38.918040	39.008380   39.012940	38.954130   38.900110
6910.0000   38.914510	39.004710   39.009330	38.951520   38.898330
6930.0000   38.911130	39.001020   39.004960	38.947090   38.892540
6950.0000   38.907390	38.996720   39.000540	38.944230   38.890990
6970.0000   38.904460	38.995250   39.000600	38.945700   38.896140
6990.0000   38.900990	38.991650   38.996110	38.941780   38.890890
7010.0000   38.897140	38.986140   38.990250	38.936110   38.887280
7030.0000   38.894470	38.986010   38.991790	38.938810   38.892070
7050.0000   38.891480	38.984860   38.992280	38.940200   38.896080
7070.0000   38.885990	38.978680   38.984540	38.930440   38.882460
7090.0000   38.884950	38.977510   38.981350	38.920190   38.863010
7110.0000   38.881620	38.972910   38.973470	38.906520   38.840960
7130.0000   38.878080	38.968950   38.968980	38.900870   38.832160
7150.0000   38.875000	38.966740   38.967820	38.899860   38.831950
7170.0000   38.872170	38.965360   38.968320	38.900750   38.835490
7190.0000   38.867850	38.958400   38.960900	38.894320   38.830020
7210.0000   38.865390	38.958670   38.963010	38.897470   38.835190
7230.0000   38.862470	38.957610   38.963910	38.899670   38.842130
7250.0000   38.859790	38.955530   38.962590	38.901530   38.846990
7270.0000   38.856530	38.952750   38.960460	38.901420   38.848800
7290.0000   38.851430	38.946060   38.953680	38.895930   38.845140
7310.0000   38.849650	38.945990   38.954630	38.900020   38.853110
7330.0000   38.846610	38.944160   38.953550	38.900480   38.854630
7350.0000   38.843570	38.941430   38.951080	38.899800   38.855910
7370.0000   38.840900	38.941620   38.953880	38.904570   38.865370
7390.0000   38.837030	38.936310   38.947900	38.898820   38.859980
7410.0000   38.832790	38.931250   38.943290	38.896190   38.860320
7430.0000   38.830870	38.931720   38.944380	38.897080   38.862350
7450.0000   38.828110	38.930090   38.943520	38.897310   38.863620
7470.0000   38.825150	38.927780   38.941490	38.896260   38.863030
7490.0000   38.821980	38.924560   38.938360	38.894060   38.861030
7510.0000   38.819070	38.923340   38.939400	38.896290   38.866710
7530.0000   38.816450	38.921970   38.939310	38.897930   38.871430
7550.0000   38.813860	38.920590   38.939000	38.897920   38.871350
7570.0000   38.810600	38.916950   38.935430	38.894700   38.868470
7590.0000   38.807360	38.913650   38.932000	38.891400   38.863940
7610.0000   38.804710	38.911820   38.930610	38.888830   38.860720
7630.0000   38.801930	38.909650   38.928830	38.882860   38.851540
7650.0000   38.799140	38.907590   38.926590	38.876880   38.843140
7670.0000   38.795020	38.900980   38.917950	38.866150   38.827320
7690.0000   38.793480	38.902940   38.921840	38.868110   38.829980
7710.0000   38.789340	38.896940   38.914900	38.862260   38.823640
7730.0000   38.787190	38.896080   38.914120	38.859980   38.819540
7750.0000   38.783960	38.892610   38.910890	38.857750   38.818190
7770.0000   38.780720	38.891200   38.910560	38.856140   38.818340
7790.0000   38.778880	38.890590   38.911400	38.861230   38.826130
7810.0000   38.776300	38.888710   38.909690	38.858970   38.823590
7830.0000   38.772920	38.884850   38.905470	38.853780   38.817770
7850.0000   38.769930	38.881460   38.901090	38.846690   38.807280
7870.0000   38.767090	38.879800   38.901510	38.851670   38.817300
7890.0000   38.763470	38.873640   38.892990	38.841560   38.802720
7910.0000   38.760030	38.868110   38.886730	38.835710   38.796300
7930.0000   38.756900	38.866090   38.886260	38.837630   38.801660
7950.0000   38.753770	38.861920   38.880540	38.832540   38.795190
7970.0000   38.752240	38.865240   38.887620	38.841510   38.809110
7990.0000   38.749270	38.862190   38.884430	38.840980   38.810120
8010.0000   38.746170	38.863700   38.887550	38.842760   38.815430
8030.0000   38.743760	38.861990   38.885860	38.840720   38.813680
8050.0000   38.740510	38.858600   38.882860	38.840000   38.813850
8070.0000   38.738190	38.856610   38.880040	38.837940   38.811630
8090.0000   38.734500	38.852390   38.874800	38.832290   38.805310
8110.0000   38.732250	38.851010   38.873610	38.832610   38.805080
8130.0000   38.730010	38.849780   38.874610	38.837590   38.814220
8150.0000   38.727130	38.847330   38.872790	38.836830   38.814300
8170.0000   38.724640	38.845140   38.871540	38.838160   38.818180
8190.0000   38.720670	38.839910   38.865540	38.831980   38.811970
8210.0000   38.681480	38.814900   38.843830	38.811200   38.792770
8230.0000   38.679040	38.813480   38.844880	38.815820   38.801020
8250.0000   38.677060	38.812180   38.843580	38.813680   38.798610
8270.0000   38.674040	38.810420   38.844150	38.817200   38.804260
8290.0000   38.670090	38.806410   38.839990	38.812780   38.799170
8310.0000   38.664570	38.800050   38.830870	38.798730   38.779480
8330.0000   38.659340	38.795720   38.827720	38.796920   38.778580
8350.0000   38.657910	38.796720   38.828620	38.796990   38.778470
8370.0000   38.652490	38.792110   38.825560	38.796420   38.781190
8390.0000   38.650250	38.788010   38.818490	38.787860   38.767720
8410.0000   38.650090	38.791430   38.825460	38.795090   38.779370
8430.0000   38.651810	38.790770   38.820980	38.778140   38.751900
8450.0000   38.650970	38.791850   38.822420	38.765750   38.732060
8470.0000   38.638200	38.781590   38.815030	38.764630   38.735960
8490.0000   38.655210	38.793910   38.822990	38.776320   38.732420
8510.0000   38.629160	38.767770   38.796680	38.750210   38.709240
8530.0000   38.654500	38.792590   38.820260	38.780200   38.726720
8550.0000   38.608840	38.739150   38.757130	38.744440   38.658400
8570.0000   38.655990	38.795410   38.828570	38.788040   38.753410
8590.0000   38.634530	38.778210   38.813710	38.771840   38.745990
8610.0000   38.627170	38.771920   38.808890	38.771680   38.751180
8630.0000   38.651410	38.790770   38.826200	38.793470   38.769050
8650.0000   38.640970	38.782570   38.817050	38.790250   38.757230
8670.0000   38.589920	38.726630   38.749640	38.743850   38.671820
8690.0000   38.640190	38.778810   38.811270	38.781240   38.755360
8710.0000   38.643790	38.784030   38.820630	38.794830   38.777270
8730.0000   38.635840	38.778340   38.816300	38.791430   38.777660
8750.0000   38.590860	38.743210   38.785650	38.763670   38.756120
8770.0000   38.625470	38.770560   38.810460	38.787480   38.777110
8790.0000   38.634010	38.776020   38.815130	38.795480   38.783890
8810.0000   38.631310	38.772050   38.809400	38.787770   38.773280
8830.0000   38.627370	38.769260   38.808180	38.788760   38.776940
8850.0000   38.609930	38.757770   38.799810	38.783160   38.777820
8870.0000   38.576550	38.729840   38.773970	38.758470   38.756370
8890.0000   38.617180	38.762730   38.804820	38.787860   38.782340
8910.0000   38.619800	38.764510   38.807590	38.794430   38.790420
8930.0000   38.617420	38.761230   38.801650	38.785220   38.777620
8950.0000   38.615140	38.758790   38.799720	38.784920   38.777810
8970.0000   38.612070	38.757060   38.799040	38.784130   38.778950
8990.0000   38.604450	38.752010   38.795040	38.780030   38.777400
9010.0000   38.562270	38.715400   38.759470	38.747970   38.747620
9030.0000   38.581710	38.733940   38.778710	38.765990   38.764310
9050.0000   38.599630	38.748500   38.794330	38.784440   38.786430
9070.0000   38.597910	38.745310   38.790760	38.780750   38.784180
9090.0000   38.594410	38.739230   38.781800	38.768490   38.767650
9110.0000   38.594410	38.741340   38.785060	38.771980   38.770740
9130.0000   38.592640	38.740760   38.787060	38.778640   38.781280
9150.0000   38.590110	38.738790   38.784560	38.774600   38.775860
9170.0000   38.586610	38.736230   38.782340	38.772530   38.774150
9190.0000   38.582820	38.734300   38.782010	38.775040   38.779640
9210.0000   38.571090	38.723040   38.769670	38.755510   38.752460
9230.0000   38.527160	38.690400   38.741660	38.727860   38.732480
9250.0000   38.563840	38.716220   38.763120	38.746340   38.743140
9270.0000   38.570460	38.722220   38.768520	38.750450   38.746310
9290.0000   38.571240	38.723160   38.769480	38.749150   38.743280
9310.0000   38.569310	38.722450   38.770710	38.753140   38.749860
9330.0000   38.567230	38.720320   38.768290	38.750920   38.747200
9350.0000   38.564300	38.717490   38.765740	38.748020   38.744550
9370.0000   38.561370	38.713320   38.759850	38.741520   38.736340
9390.0000   38.559840	38.713690   38.762180	38.746710   38.744060
9410.0000   38.555070	38.707010   38.753770	38.735580   38.730900
9430.0000   38.554960	38.709330   38.759010	38.744610   38.743300
9450.0000   38.551940	38.705400   38.753010	38.737140   38.733310
9470.0000   38.549500	38.704630   38.755220	38.743860   38.743290
9490.0000   38.547170	38.702440   38.753650	38.743840   38.744470
9510.0000   38.542130	38.697920   38.748920	38.738350   38.737900
9530.0000   38.529680	38.688590   38.739790	38.732990   38.735370
9550.0000   38.489930	38.656860   38.710520	38.702980   38.708110
9570.0000   38.528180	38.685540   38.734710	38.726440   38.727260
9590.0000   38.533750	38.690450   38.742790	38.737790   38.742390
9610.0000   38.531990	38.687300   38.738380	38.731510   38.734750
9630.0000   38.529490	38.685400   38.736950	38.731090   38.736110
9650.0000   38.527380	38.682000   38.731940	38.724160   38.726170
9670.0000   38.524930	38.680020   38.729730	38.721940   38.724340
9690.0000   38.523660	38.680150   38.732040	38.728060   38.734480
9710.0000   38.520790	38.677390   38.729190	38.724330   38.728020
9730.0000   38.518690	38.675050   38.725710	38.721390   38.725940
9750.0000   38.515920	38.672570   38.723230	38.717960   38.722740
9770.0000   38.513830	38.671340   38.722820	38.719040   38.724360
9790.0000   38.510910	38.667450   38.717040	38.712380   38.716180
9810.0000   38.509400	38.668670   38.722140	38.721680   38.730090
9830.0000   38.507050	38.666530   38.718750	38.716280   38.722270
9850.0000   38.504560	38.664710   38.718490	38.719200   38.729060
9870.0000   38.501720	38.661840   38.715320	38.715670   38.725400
9890.0000   38.499100	38.659530   38.713220	38.713930   38.723700
9910.0000   38.496890	38.658000   38.711540	38.711360   38.720360
9930.0000   38.494630	38.656360   38.710250	38.711030   38.720600
9950.0000   38.492240	38.654620   38.708740	38.709320   38.718780
9970.0000   38.489720	38.652680   38.707410	38.709270   38.719580
9990.0000   38.486760	38.650100   38.704800	38.706590   38.716440
10025.000   38.472180	38.636990   38.692580	38.693890   38.705600
10075.000   38.460370	38.625890   38.681970	38.683350   38.694260
10125.000   38.470560	38.633970   38.689310	38.691680   38.702960
10175.000   38.465680	38.628610   38.683730	38.685500   38.695310
10225.000   38.460320	38.624790   38.681190	38.683170   38.693850
10275.000   38.455310	38.620940   38.678420	38.680650   38.692370
10325.000   38.448440	38.612850   38.669560	38.670820   38.682090
10375.000   38.443440	38.608270   38.665190	38.665450   38.676130
10425.000   38.438420	38.604950   38.663180	38.664200   38.676260
10475.000   38.432240	38.598550   38.656950	38.658390   38.671880
10525.000   38.427300	38.595230   38.654430	38.656570   38.670760
10575.000   38.421420	38.589470   38.648200	38.649710   38.662300
10625.000   38.415610	38.584590   38.644040	38.646890   38.660910
10675.000   38.408930	38.576700   38.634570	38.636250   38.648100
10725.000   38.404730	38.574220   38.632700	38.634970   38.646970
10775.000   38.399040	38.568650   38.627110	38.629490   38.641900
10825.000   38.391930	38.562050   38.620270	38.621800   38.633270
10875.000   38.387390	38.558140   38.617220	38.619650   38.632550
10925.000   38.361610	38.540540   38.603840	38.607730   38.625910
10975.000   38.371770	38.546110   38.606490	38.608690   38.625590
11025.000   38.372690	38.547350   38.608150	38.611200   38.627410
11075.000   38.368330	38.543990   38.605090	38.607600   38.623930
11125.000   38.362840	38.538720   38.600150	38.602540   38.620010
11175.000   38.357370	38.533270   38.594410	38.596110   38.613820
11225.000   38.352640	38.530150   38.592060	38.593620   38.611230
11275.000   38.346520	38.522880   38.584100	38.584350   38.601460
11325.000   38.341760	38.518550   38.580250	38.580750   38.598650
11375.000   38.336830	38.514030   38.576050	38.576390   38.593870
11425.000   38.331170	38.507910   38.570210	38.570350   38.587770
11475.000   38.327580	38.506810   38.570940	38.572640   38.592020
11525.000   38.322670	38.502500   38.567540	38.569280   38.588340
11575.000   38.317470	38.496510   38.560730	38.561530   38.579410
11625.000   38.311090	38.489330   38.553110	38.553770   38.570930
11675.000   38.306920	38.486080   38.550200	38.551540   38.569710
11725.000   38.303090	38.485060   38.550600	38.552970   38.572380
11775.000   38.296740	38.477200   38.541510	38.543130   38.562560
11825.000   38.292020	38.473560   38.537940	38.539670   38.558630
11875.000   38.286050	38.466840   38.530200	38.531400   38.549130
11925.000   38.283180	38.468160   38.533920	38.535960   38.556110
11975.000   38.275610	38.457400   38.520230	38.520670   38.536790
12025.000   38.272790	38.458230   38.524070	38.525840   38.546960
12075.000   38.267450	38.452670   38.518040	38.519360   38.539340
12125.000   38.263370	38.449560   38.515540	38.516980   38.538130
12175.000   38.259060	38.447030   38.513950	38.515280   38.538260
12225.000   38.254320	38.442430   38.509320	38.510440   38.533710
12275.000   38.249320	38.437720   38.504920	38.505770   38.528910
12325.000   38.244970	38.433950   38.500940	38.500610   38.523590
12375.000   38.240280	38.429890   38.497730	38.498250   38.522780
12425.000   38.235760	38.425690   38.493650	38.493560   38.517350
12475.000   38.231280	38.422160   38.490730	38.490420   38.515140
12525.000   38.226480	38.417030   38.485190	38.483860   38.508700
12575.000   38.221980	38.413210   38.482070	38.480910   38.506940
12625.000   38.217390	38.409080   38.478480	38.477640   38.503520
12675.000   38.212870	38.404730   38.474060	38.472300   38.496100
12725.000   38.208400	38.401760   38.471840	38.470900   38.495640
12775.000   38.201530	38.396660   38.468440	38.468860   38.494720
12825.000   38.178260	38.376140   38.446980	38.445360   38.471110
12875.000   38.193460	38.387760   38.458730	38.458090   38.482570
12925.000   38.190340	38.384120   38.453590	38.450820   38.473200
12975.000   38.186230	38.382630   38.454770	38.454510   38.480670
13025.000   38.181920	38.377970   38.449310	38.447380   38.471010
13075.000   38.177690	38.375470   38.448620	38.448490   38.475220
13125.000   38.172690	38.369690   38.441670	38.439400   38.463120
13175.000   38.168000	38.365960   38.438740	38.437530   38.463390
13225.000   38.164250	38.363740   38.437280	38.436770   38.463420
13275.000   38.158990	38.357420   38.429990	38.428530   38.454060
13325.000   38.155320	38.356120   38.430690	38.430790   38.458920
13375.000   38.150840	38.351720   38.425670	38.424930   38.451620
13425.000   38.147040	38.350150   38.425520	38.426360   38.455860
13475.000   38.142780	38.346240   38.421810	38.422290   38.451190
13525.000   38.138560	38.342700   38.418610	38.419690   38.449670
13575.000   38.133690	38.336420   38.411670	38.412080   38.440980
13625.000   38.129380	38.332840   38.408190	38.408820   38.438300
13675.000   38.125740	38.330370   38.407390	38.409010   38.439890
13725.000   38.121530	38.327300   38.405610	38.408070   38.440770
13775.000   38.117600	38.323770   38.402040	38.404590   38.436800
13825.000   38.113600	38.320840   38.400290	38.404050   38.437510
13875.000   38.109130	38.315940   38.395010	38.398110   38.430500
13925.000   38.105690	38.314160   38.394660	38.398940   38.433310
13975.000   38.101740	38.311190   38.392850	38.397910   38.433070
14025.000   38.097040	38.305170   38.385830	38.389820   38.423640
14075.000   38.093770	38.304500   38.386990	38.392640   38.428340
14125.000   38.089230	38.299420   38.381310	38.386050   38.420120
14175.000   38.085880	38.298400   38.382000	38.388360   38.424970
14225.000   38.080780	38.292030   38.375090	38.381240   38.416990
14275.000   38.076480	38.287140   38.368510	38.372690   38.405910
14325.000   38.073430	38.287790   38.372300	38.379410   38.415990
14375.000   38.069870	38.286200   38.371480	38.378610   38.415470
14425.000   38.063650	38.276560   38.359960	38.365710   38.400530
14475.000   38.061870	38.279510   38.365520	38.373100   38.409820
14525.000   38.056460	38.273060   38.358940	38.366590   38.403670
14570.000   38.053610	38.272330   38.359550	38.368140   38.405990
14620.000   38.025990	38.258110   38.349200	38.359360   38.399190
14675.000   38.022180	38.255520   38.347380	38.357970   38.398010
14725.000   38.017470	38.248970   38.339550	38.349280   38.388200
14775.000   38.014180	38.247640   38.340140	38.351030   38.391590
14825.000   38.010490	38.244710   38.337970	38.349350   38.390020
14875.000   38.005230	38.239250   38.332810	38.344340   38.385370
14925.000   38.003100	38.240830   38.337400	38.351810   38.396280
14975.000   37.999000	38.235860   38.331750	38.344420   38.386760
15025.000   37.993210	38.230540   38.327450	38.341100   38.384390
15075.000   37.989730	38.226280   38.322720	38.335930   38.378590
15125.000   37.988480	38.228490   38.326900	38.341120   38.384230
15175.000   37.985730	38.226720   38.325960	38.340600   38.384420
15225.000   37.984550	38.225700   38.325670	38.340770   38.383520
15275.000   37.977450	38.220920   38.323330	38.340980   38.386480
15325.000   37.974960	38.217950   38.319760	38.337090   38.381860
15375.000   37.975620	38.220210   38.323360	38.341770   38.387200
15425.000   37.967080	38.213620   38.318420	38.337380   38.383670
15475.000   37.970000	38.216010   38.320110	38.338740   38.383200
15525.000   37.966640	38.211560   38.314690	38.332020   38.374430
15575.000   37.953750	38.197920   38.296760	38.307950   38.345250
15625.000   37.962440	38.207770   38.308120	38.321180   38.359800
15675.000   37.953820	38.199810   38.302610	38.317740   38.356350
15725.000   37.944490	38.194710   38.303650	38.326260   38.372820
15775.000   37.949470	38.188990   38.284030	38.292890   38.324620
15825.000   37.947150	38.191170   38.290230	38.301620   38.335700
15875.000   37.927960	38.174270   38.278510	38.294600   38.332330
15925.000   37.939560	38.187580   38.292850	38.308850   38.345050
15975.000   37.938310	38.183230   38.282940	38.295550   38.329310
16050.000   37.931510	38.179100   38.282620	38.323470   38.332480
16150.000   37.917930	38.168460   38.275510	38.318950   38.332780
16250.000   37.919590	38.168160   38.272000	38.319550   38.322070
16350.000   37.910060	38.163300   38.275280	38.316410   38.340570
16450.000   37.894540	38.143830   38.248570	38.304830   38.301950
16550.000   37.896870	38.149850   38.261660	38.303980   38.326480
16650.000   37.888020	38.137110   38.241790	38.297310   38.292950
16750.000   37.877590	38.130230   38.242490	38.286160   38.309960
16850.000   37.862420	38.113730   38.222790	38.273680   38.282380
16950.000   37.864800	38.118100   38.231300	38.276690   38.298310
17050.000   37.855620	38.105620   38.216580	38.261550   38.282570
17150.000   37.848350	38.100550   38.213950	38.259700   38.284730
17250.000   37.839650	38.091040   38.204750	38.243640   38.275640
17350.000   37.820500	38.074030   38.187340	38.232240   38.252810
17450.000   37.822990	38.075160   38.190240	38.229620   38.264600
17550.000   37.816510	38.067940   38.181260	38.221920   38.248870
17650.000   37.808830	38.061150   38.176800	38.215900   38.251890
17750.000   37.801130	38.052620   38.167100	38.205920   38.237410
17850.000   37.793700	38.046140   38.162300	38.202810   38.237370
17950.000   37.786190	38.038900   38.155430	38.192700   38.230660
18050.000   37.778160	38.029640   38.144550	38.182130   38.215210
18150.000   37.761710	38.016320   38.135620	38.174630   38.215490
18250.000   37.761970	38.013850   38.130960	38.167620   38.206780
18350.000   37.756450	38.007690   38.124130	38.159850   38.196650
18450.000   37.748680	37.998740   38.115720	38.150810   38.191190
18550.000   37.742010	37.992700   38.110360	38.147240   38.188070
18650.000   37.733580	37.982850   38.099730	38.134240   38.174680
18750.000   37.714450	37.966430   38.087440	38.125210   38.170860
18850.000   37.719390	37.969650   38.087530	38.123620   38.164700
18950.000   37.711020	37.957090   38.072000	38.104020   38.144730
19050.000   37.705410	37.956180   38.075940	38.113060   38.159460
19150.000   37.698040	37.947810   38.067120	38.103820   38.148030
19250.000   37.691020	37.940730   38.061140	38.098750   38.146040
19350.000   37.682770	37.930640   38.049670	38.085760   38.130510
19450.000   37.666170	37.915980   38.037090	38.073960   38.123100
19550.000   37.669080	37.917510   38.038120	38.076930   38.125240
19650.000   37.662960	37.910570   38.030710	38.069060   38.116590
19750.000   37.655590	37.902610   38.021970	38.059060   38.105050
19850.000   37.649360	37.896270   38.016370	38.055100   38.103610
19950.000   37.642710	37.889410   38.009570	38.049020   38.098300
20050.000   37.636560	37.884770   38.006700	38.047080   38.098900
20150.000   37.630040	37.878560   38.000500	38.040300   38.092000
20250.000   37.622880	37.869030   37.988850	38.026460   38.076030
20350.000   37.615880	37.861460   37.982140	38.021220   38.072200
20450.000   37.610120	37.857950   37.980420	38.021510   38.074940
20550.000   37.603310	37.850630   37.972520	38.012550   38.064970
20650.000   37.596230	37.842590   37.964280	38.004310   38.057080
20750.000   37.589840	37.836410   37.958420	37.998940   38.052290
20850.000   37.583370	37.829910   37.951110	37.990330   38.043170
20950.000   37.576250	37.821720   37.942610	37.981530   38.034130
21050.000   37.570370	37.817270   37.939760	37.980380   38.034940
21150.000   37.563610	37.809690   37.931300	37.971340   38.024910
21250.000   37.557310	37.803150   37.924610	37.963970   38.016700
21350.000   37.551070	37.797850   37.920900	37.962320   38.016870
21450.000   37.544670	37.791290   37.914000	37.954870   38.009100
21550.000   37.537940	37.784640   37.907020	37.946800   37.999820
21650.000   37.523080	37.771050   37.895430	37.937210   37.992000
