# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  6.08321E-03   -2.95686E-03   -5.31623E-03    6.96663E-07
    0.001014  5.29756E-03   -2.57899E-03   -4.62740E-03   -1.55800E-06
    0.001027  5.32541E-03   -2.58965E-03   -4.65335E-03   -1.43819E-07
    0.001041  1.12182E-02   -5.45814E-03   -9.80089E-03    1.19557E-06
    0.001055  1.25167E-02   -6.08653E-03   -1.09371E-02    4.79542E-07
    0.001069  1.18487E-02   -5.75745E-03   -1.03559E-02    4.46372E-06
    0.001084  6.05133E-03   -2.94315E-03   -5.28737E-03    5.77756E-07
    0.001099  1.07823E-02   -5.24451E-03   -9.42091E-03   -8.59799E-07
    0.001113  1.58925E-02   -7.72237E-03   -1.38902E-02    3.11534E-06
    0.001128  1.01934E-02   -4.95199E-03   -8.90970E-03   -4.10253E-06
    0.001144  1.13647E-02   -5.52801E-03   -9.92955E-03   -5.69270E-07
    0.001159  1.38471E-02   -6.73609E-03   -1.20982E-02   -1.61551E-06
    0.001175  1.07505E-02   -5.22712E-03   -9.39413E-03   -1.72531E-06
    0.001191  1.43039E-02   -6.95830E-03   -1.24974E-02    7.63774E-06
    0.001207  1.38207E-02   -6.71827E-03   -1.20780E-02    1.52446E-06
    0.001223  1.59953E-02   -7.78225E-03   -1.39744E-02   -2.36306E-06
    0.001240  1.23058E-02   -5.98360E-03   -1.07531E-02    1.10031E-05
    0.001257  1.45812E-02   -7.08485E-03   -1.27442E-02   -3.54299E-06
    0.001274  1.43726E-02   -6.99446E-03   -1.25558E-02   -3.68207E-06
    0.001291  1.76229E-02   -8.57044E-03   -1.53985E-02   -2.49213E-06
    0.001308  1.69727E-02   -8.24891E-03   -1.48334E-02    2.63944E-06
    0.001326  2.20029E-02   -1.07047E-02   -1.92233E-02    5.44200E-06
    0.001344  1.20447E-02   -5.86018E-03   -1.05230E-02    1.06434E-06
    0.001362  1.82774E-02   -8.87855E-03   -1.59761E-02   -1.22546E-05
    0.001380  1.68443E-02   -8.19515E-03   -1.47162E-02    5.19010E-06
    0.001399  1.33301E-02   -6.47858E-03   -1.16499E-02   -1.52812E-06
    0.001418  1.23929E-02   -6.02859E-03   -1.08277E-02    6.91844E-06
    0.001437  1.52603E-02   -7.42145E-03   -1.33341E-02   -5.83497E-06
    0.001457  1.78721E-02   -8.69130E-03   -1.56164E-02    1.13586E-05
    0.001476  1.37923E-02   -6.72038E-03   -1.20442E-02    4.66215E-06
    0.001496  2.20223E-02   -1.07094E-02   -1.92429E-02    1.91954E-05
    0.001516  1.10002E-02   -5.34864E-03   -9.61220E-03   -3.01704E-06
    0.001537  1.91921E-02   -9.33767E-03   -1.67673E-02   -6.91704E-06
    0.001558  1.92483E-02   -9.36036E-03   -1.68190E-02    1.92442E-06
    0.001579  2.48246E-02   -1.20851E-02   -2.16843E-02    1.88176E-05
    0.001600  1.80622E-02   -8.79047E-03   -1.57788E-02   -1.25909E-05
    0.001622  1.90764E-02   -9.27514E-03   -1.66696E-02    1.24687E-05
    0.001644  2.38614E-02   -1.16063E-02   -2.08484E-02   -9.83724E-06
    0.001666  2.27136E-02   -1.10593E-02   -1.98393E-02    2.31031E-06
    0.001689  2.08836E-02   -1.01446E-02   -1.82540E-02    1.91726E-06
    0.001711  2.45847E-02   -1.19630E-02   -2.14777E-02   -4.82852E-06
    0.001734  1.59962E-02   -7.76822E-03   -1.39832E-02    1.34265E-05
    0.001758  1.84200E-02   -8.96920E-03   -1.60887E-02   -3.61970E-06
    0.001782  2.86074E-02   -1.38942E-02   -2.50066E-02   -1.77974E-05
    0.001806  1.21687E-02   -5.92128E-03   -1.06307E-02   -1.24264E-05
    0.001830  2.47614E-02   -1.20378E-02   -2.16383E-02    2.89270E-05
    0.001855  2.08839E-02   -1.01665E-02   -1.82421E-02    1.33389E-05
    0.001880  2.14118E-02   -1.04118E-02   -1.87097E-02    1.70148E-06
    0.001905  3.02981E-02   -1.47405E-02   -2.64705E-02   -3.26232E-05
    0.001931  2.46076E-02   -1.19592E-02   -2.15059E-02    1.07932E-05
    0.001957  2.03162E-02   -9.88766E-03   -1.77476E-02    5.10310E-07
    0.001984  2.01229E-02   -9.79344E-03   -1.75788E-02    2.74347E-07
    0.002011  1.69046E-02   -8.22886E-03   -1.47663E-02   -2.52707E-06
    0.002038  2.19756E-02   -1.06938E-02   -1.91980E-02    1.58685E-05
    0.002065  1.58538E-02   -7.74159E-03   -1.38349E-02    4.07583E-06
    0.002093  3.09948E-02   -1.50546E-02   -2.70929E-02   -8.22911E-07
    0.002122  3.17105E-02   -1.54048E-02   -2.77171E-02   -1.15834E-05
    0.002150  3.58251E-02   -1.74442E-02   -3.12910E-02    4.34780E-05
    0.002179  2.56943E-02   -1.24734E-02   -2.24635E-02   -6.41112E-06
    0.002209  3.08688E-02   -1.50024E-02   -2.69777E-02    3.36245E-07
    0.002239  3.27035E-02   -1.58970E-02   -2.85795E-02    3.57534E-05
    0.002269  3.30157E-02   -1.60477E-02   -2.88530E-02   -3.63884E-05
    0.002300  2.64074E-02   -1.28579E-02   -2.30655E-02   -2.12782E-05
    0.002331  2.35406E-02   -1.14607E-02   -2.05621E-02   -3.81856E-05
    0.002362  3.04731E-02   -1.48152E-02   -2.66291E-02    2.09618E-06
    0.002394  3.68303E-02   -1.79087E-02   -3.21828E-02   -1.23665E-06
    0.002427  3.50212E-02   -1.70152E-02   -3.06097E-02   -1.06118E-05
    0.002459  2.92035E-02   -1.41914E-02   -2.55232E-02   -1.03553E-06
    0.002493  3.02284E-02   -1.46770E-02   -2.64259E-02    7.04698E-06
    0.002526  3.44513E-02   -1.67963E-02   -3.00793E-02   -8.43844E-07
    0.002561  3.17912E-02   -1.54989E-02   -2.77570E-02   -4.60147E-06
    0.002595  3.33056E-02   -1.62652E-02   -2.90635E-02   -1.86378E-05
    0.002630  3.57724E-02   -1.74062E-02   -3.12517E-02    1.50578E-05
    0.002666  3.81881E-02   -1.86155E-02   -3.33433E-02   -1.23696E-05
    0.002702  3.44280E-02   -1.67792E-02   -3.00619E-02   -6.25398E-05
    0.002738  3.37239E-02   -1.64339E-02   -2.94483E-02    2.37329E-05
    0.002775  3.72910E-02   -1.81397E-02   -3.25814E-02   -1.89190E-05
    0.002813  3.70756E-02   -1.80244E-02   -3.23991E-02    1.60165E-05
    0.002851  3.48606E-02   -1.69949E-02   -3.04370E-02   -7.52135E-06
    0.002890  3.26319E-02   -1.59244E-02   -2.84822E-02   -1.39925E-06
    0.002929  4.14854E-02   -2.02507E-02   -3.62067E-02   -6.02531E-05
    0.002968  3.68176E-02   -1.79212E-02   -3.21612E-02   -5.42428E-06
    0.003008  3.54748E-02   -1.72755E-02   -3.09838E-02   -4.51959E-06
    0.003049  3.71501E-02   -1.81024E-02   -3.24407E-02   -2.50056E-05
    0.003090  3.65961E-02   -1.78377E-02   -3.19541E-02    8.04543E-06
    0.003132  3.69384E-02   -1.80426E-02   -3.22317E-02   -2.23161E-05
    0.003174  4.60356E-02   -2.24241E-02   -4.02046E-02   -5.52654E-05
    0.003217  4.59202E-02   -2.23825E-02   -4.00957E-02   -3.55900E-05
    0.003261  4.57087E-02   -2.22610E-02   -3.99213E-02    1.40872E-05
    0.003305  4.20897E-02   -2.05191E-02   -3.67487E-02   -9.11238E-05
    0.003350  4.39729E-02   -2.14400E-02   -3.83916E-02   -2.40030E-05
    0.003395  4.68882E-02   -2.28448E-02   -4.09461E-02    6.89643E-06
    0.003441  4.43318E-02   -2.16051E-02   -3.87103E-02   -8.92096E-05
    0.003487  4.32897E-02   -2.10833E-02   -3.78083E-02   -7.27385E-05
    0.003535  4.18002E-02   -2.03975E-02   -3.64852E-02   -4.19523E-05
    0.003582  4.54510E-02   -2.21724E-02   -3.96756E-02   -5.81599E-05
    0.003631  4.10250E-02   -2.00200E-02   -3.58080E-02   -8.60521E-05
    0.003680  4.82017E-02   -2.34876E-02   -4.20915E-02   -5.19326E-05
    0.003730  4.45504E-02   -2.17212E-02   -3.88959E-02   -9.57723E-05
    0.003780  4.39692E-02   -2.14522E-02   -3.83804E-02   -8.72177E-05
    0.003831  4.67532E-02   -2.28276E-02   -4.08010E-02   -3.11591E-05
    0.003883  5.06670E-02   -2.47299E-02   -4.42215E-02   -1.61926E-05
    0.003936  5.75266E-02   -2.81170E-02   -5.01866E-02   -1.01177E-04
    0.003989  5.72073E-02   -2.79281E-02   -4.99266E-02   -1.01186E-04
    0.004043  4.87554E-02   -2.37621E-02   -4.25726E-02   -1.20261E-04
    0.004097  3.69691E-02   -1.80235E-02   -3.22778E-02   -6.43007E-05
    0.004153  4.30238E-02   -2.09670E-02   -3.75687E-02   -7.90309E-05
    0.004209  5.34742E-02   -2.60458E-02   -4.67019E-02   -1.53244E-04
    0.004266  1.69759E-02   -8.26635E-03   -1.48272E-02   -2.33778E-05
    0.004323  4.96102E-02   -2.42214E-02   -4.32952E-02   -1.22657E-04
    0.004382  1.90343E-02   -9.27728E-03   -1.66195E-02    1.10645E-08
    0.004441  2.41497E-04   -1.17353E-04   -2.11061E-04    5.06783E-08
    0.004501  3.98367E-03   -1.93902E-03   -3.47989E-03   -1.45763E-06
    0.004562  9.46048E-03   -4.60217E-03   -8.26549E-03   -1.68697E-05
    0.004624  1.38499E-02   -6.71977E-03   -1.21102E-02    1.12799E-05
    0.004686  2.16023E-02   -1.04734E-02   -1.88931E-02    6.43780E-06
    0.004750  2.88887E-02   -1.40195E-02   -2.52580E-02    9.69282E-05
    0.004814  1.81967E-02   -8.85914E-03   -1.58933E-02   -3.15436E-06
    0.004879  2.39393E-02   -1.16481E-02   -2.09131E-02   -1.76390E-05
    0.004945  4.05666E-02   -1.96845E-02   -3.54694E-02   -1.46415E-04
    0.005012  2.91956E-02   -1.42383E-02   -2.54859E-02   -1.36138E-05
    0.005080  3.69553E-02   -1.78961E-02   -3.23302E-02   -1.87041E-05
    0.005148  5.32641E-02   -2.56860E-02   -4.66582E-02    3.43297E-06
    0.005218  4.61675E-02   -2.24412E-02   -4.03409E-02   -7.90868E-05
    0.005289  4.64929E-02   -2.25607E-02   -4.06474E-02   -1.25620E-04
    0.005360  5.13571E-02   -2.49044E-02   -4.49098E-02    1.15960E-04
    0.005433  6.86638E-02   -3.35126E-02   -5.99253E-02    8.90970E-05
    0.005506  4.60094E-02   -2.25420E-02   -4.01032E-02   -1.02180E-04
    0.005580  7.46003E-02   -3.60794E-02   -6.52886E-02   -1.76428E-04
    0.005656  6.91593E-02   -3.35477E-02   -6.04679E-02   -3.94998E-04
    0.005732  5.47909E-02   -2.65165E-02   -4.79353E-02   -1.57351E-04
    0.005810  6.07880E-02   -2.92894E-02   -5.32533E-02    3.29381E-04
    0.005888  8.29523E-02   -4.01099E-02   -7.26003E-02    6.58046E-04
    0.005968  7.99824E-02   -3.92309E-02   -6.96882E-02    4.21417E-04
    0.006049  5.81797E-02   -2.83726E-02   -5.07834E-02    4.46651E-04
    0.006131  8.62275E-02   -4.19341E-02   -7.53315E-02   -1.96002E-04
    0.006213  6.82420E-02   -3.33799E-02   -5.95041E-02   -3.29815E-04
    0.006297  7.27333E-02   -3.52193E-02   -6.36163E-02    4.30554E-05
    0.006383  9.81341E-02   -4.72194E-02   -8.60073E-02    1.75730E-04
    0.006469  1.01144E-01   -4.90257E-02   -8.84424E-02    5.36420E-04
    0.006556  8.31010E-02   -4.07161E-02   -7.24166E-02    1.07650E-05
    0.006645  7.54981E-02   -3.66436E-02   -6.59887E-02   -2.68328E-04
