# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  1.67677E-01   -8.16551E-02    1.46451E-01    1.21130E-05
    0.001014  1.72042E-01   -8.38075E-02    1.50249E-01    7.83233E-05
    0.001027  1.63691E-01   -7.97499E-02    1.42950E-01    4.39345E-05
    0.001041  1.57037E-01   -7.65095E-02    1.37138E-01    7.84850E-05
    0.001055  1.90706E-01   -9.28968E-02    1.66550E-01    6.12314E-05
    0.001069  1.77208E-01   -8.63523E-02    1.54744E-01    8.04037E-05
    0.001084  1.70044E-01   -8.28322E-02    1.48504E-01    1.10791E-05
    0.001099  1.27500E-01   -6.20966E-02    1.11357E-01    4.40427E-05
    0.001113  1.89172E-01   -9.21102E-02    1.65232E-01   -4.76143E-05
    0.001128  1.56125E-01   -7.60663E-02    1.36341E-01    6.76319E-05
    0.001144  1.76110E-01   -8.57642E-02    1.53815E-01    3.88876E-05
    0.001159  1.65882E-01   -8.07805E-02    1.44883E-01    8.90824E-05
    0.001175  2.18680E-01   -1.06514E-01    1.90985E-01   -2.73544E-05
    0.001191  2.96844E-01   -1.44674E-01    2.59202E-01   -6.26807E-05
    0.001207  1.78019E-01   -8.68353E-02    1.55403E-01   -2.71280E-05
    0.001223  1.55143E-01   -7.55571E-02    1.35500E-01    9.54108E-05
    0.001240  1.80940E-01   -8.80828E-02    1.58052E-01    1.14072E-04
    0.001257  2.32910E-01   -1.13455E-01    2.03407E-01   -1.86406E-04
    0.001274  2.65015E-01   -1.29174E-01    2.31400E-01   -4.89112E-05
    0.001291  2.04853E-01   -9.98616E-02    1.78863E-01    9.29688E-05
    0.001308  2.55552E-01   -1.24519E-01    2.23162E-01   -1.20088E-04
    0.001326  2.85218E-01   -1.39041E-01    2.49031E-01   -6.17365E-05
    0.001344  1.59399E-01   -7.77220E-02    1.39165E-01   -3.82152E-05
    0.001362  2.33904E-01   -1.13870E-01    2.04313E-01    2.91520E-05
    0.001380  3.70934E-01   -1.80772E-01    3.23902E-01   -1.41089E-06
    0.001399  1.86149E-01   -9.08704E-02    1.62460E-01   -2.08747E-04
    0.001418  3.21680E-01   -1.56725E-01    2.80917E-01   -2.72915E-04
    0.001437  3.35041E-01   -1.63399E-01    2.92493E-01   -1.53902E-04
    0.001457  1.42850E-01   -6.96640E-02    1.24709E-01   -2.05296E-05
    0.001476  2.42577E-01   -1.18024E-01    2.11926E-01   -1.76687E-04
    0.001496  2.45102E-01   -1.19393E-01    2.14053E-01    2.27559E-04
    0.001516  2.67913E-01   -1.30434E-01    2.34013E-01    1.69508E-04
    0.001537  2.44376E-01   -1.19075E-01    2.13399E-01   -2.40766E-04
    0.001558  1.86647E-01   -9.08776E-02    1.63024E-01   -2.41487E-04
    0.001579  2.66438E-01   -1.29636E-01    2.32769E-01   -1.48390E-04
    0.001600  2.22461E-01   -1.08359E-01    1.94281E-01   -4.23922E-04
    0.001622  4.66703E-01   -2.27431E-01    4.07534E-01    8.03010E-05
    0.001644  4.36101E-01   -2.12735E-01    3.80691E-01    4.21753E-04
    0.001666  4.55624E-01   -2.22239E-01    3.97744E-01    7.12582E-04
    0.001689  3.37979E-01   -1.64846E-01    2.95046E-01    1.91317E-04
    0.001711  4.11167E-01   -2.00485E-01    3.58971E-01    1.50708E-04
    0.001734  4.78568E-01   -2.33299E-01    4.17845E-01    7.23463E-04
    0.001758  4.41263E-01   -2.15175E-01    3.85237E-01    5.65847E-04
    0.001782  3.72077E-01   -1.81404E-01    3.24852E-01    4.79304E-04
    0.001806  3.53955E-01   -1.72481E-01    3.09079E-01   -5.65844E-04
    0.001830  3.41573E-01   -1.66649E-01    2.98153E-01   -3.79249E-04
    0.001855  3.91888E-01   -1.90924E-01    3.42224E-01   -5.65776E-04
    0.001880  4.90812E-01   -2.39353E-01    4.28486E-01    8.22918E-04
    0.001905  4.09017E-01   -1.99231E-01    3.57204E-01   -1.01504E-04
    0.001931  3.88756E-01   -1.89719E-01    3.39310E-01   -7.84538E-04
    0.001957  4.24536E-01   -2.07052E-01    3.70611E-01   -1.59131E-04
    0.001984  4.82607E-01   -2.35361E-01    4.21313E-01   -5.94272E-04
    0.002011  5.09470E-01   -2.48536E-01    4.44725E-01    7.05314E-04
    0.002038  4.08797E-01   -1.98815E-01    3.57178E-01    5.92874E-04
    0.002065  5.11464E-01   -2.49216E-01    4.46625E-01    2.02448E-05
    0.002093  4.58365E-01   -2.23666E-01    4.00076E-01   -1.22127E-03
    0.002122  5.03177E-01   -2.45665E-01    4.39118E-01    9.24119E-06
    0.002150  5.90006E-01   -2.87404E-01    5.15258E-01    3.83357E-04
    0.002179  5.75204E-01   -2.80657E-01    5.02072E-01   -2.51451E-04
    0.002209  3.94342E-01   -1.91978E-01    3.44437E-01    1.10963E-03
    0.002239  3.16817E-01   -1.53132E-01    2.77326E-01    1.97628E-05
    0.002269  5.26501E-01   -2.56340E-01    4.59860E-01   -1.25560E-03
    0.002300  5.05117E-01   -2.46136E-01    4.41067E-01    1.42857E-04
    0.002331  4.96912E-01   -2.41538E-01    4.34233E-01    8.12950E-04
    0.002362  4.30184E-01   -2.08686E-01    3.76146E-01   -2.28790E-04
    0.002394  4.65571E-01   -2.26161E-01    4.06919E-01   -2.96185E-05
    0.002427  5.19431E-01   -2.52068E-01    4.54138E-01    3.78159E-04
    0.002459  6.68665E-01   -3.25606E-01    5.84004E-01   -9.30517E-04
    0.002493  7.35594E-01   -3.59836E-01    6.41555E-01   -1.75759E-03
    0.002526  6.97098E-01   -3.40656E-01    6.08177E-01    9.35392E-04
    0.002561  6.28739E-01   -3.06520E-01    5.48931E-01   -1.21442E-03
    0.002595  6.14459E-01   -2.99808E-01    5.36324E-01   -9.72085E-04
    0.002630  7.21430E-01   -3.51787E-01    6.29820E-01   -2.39236E-04
    0.002666  6.45142E-01   -3.14450E-01    5.63288E-01   -4.33706E-04
    0.002702  5.68623E-01   -2.76688E-01    4.96727E-01   -6.59144E-04
    0.002738  6.38594E-01   -3.10451E-01    5.58013E-01   -5.72332E-04
    0.002775  7.60666E-01   -3.69419E-01    6.64903E-01    1.79055E-03
    0.002813  5.32451E-01   -2.57129E-01    4.66205E-01    1.03622E-03
    0.002851  7.86471E-01   -3.81315E-01    6.87810E-01    1.55171E-03
    0.002890  7.14694E-01   -3.46691E-01    6.24932E-01    2.49906E-04
    0.002929  5.92497E-01   -2.87443E-01    5.18055E-01   -6.35728E-04
    0.002968  6.33096E-01   -3.06599E-01    5.53853E-01   -6.71014E-04
    0.003008  7.38638E-01   -3.58589E-01    6.45710E-01   -1.03205E-03
    0.003049  7.62766E-01   -3.70005E-01    6.66977E-01    1.56504E-03
