# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  6.48072E-01   -1.78094E-01    6.23121E-01    1.96364E-04
    0.001014  5.09988E-01   -1.40213E-01    4.90334E-01   -3.84886E-04
    0.001027  4.16685E-01   -1.14685E-01    4.00592E-01   -1.42950E-04
    0.001041  3.89959E-01   -1.07145E-01    3.74949E-01   -2.67811E-04
    0.001055  5.72766E-01   -1.57407E-01    5.50710E-01   -2.65709E-06
    0.001069  6.32282E-01   -1.73701E-01    6.07953E-01   -7.00273E-05
    0.001084  6.28602E-01   -1.72920E-01    6.04350E-01   -4.82473E-04
    0.001099  5.84068E-01   -1.60667E-01    5.61535E-01   -5.03022E-05
    0.001113  7.70415E-01   -2.11874E-01    7.40707E-01   -3.05331E-04
    0.001128  5.85377E-01   -1.60920E-01    5.62822E-01    1.94961E-04
    0.001144  6.34983E-01   -1.74595E-01    6.10506E-01    7.92423E-05
    0.001159  4.16481E-01   -1.14312E-01    4.00484E-01    3.77482E-04
    0.001175  6.90849E-01   -1.90058E-01    6.64189E-01   -2.24121E-04
    0.001191  7.16790E-01   -1.97430E-01    6.89063E-01    1.41813E-04
    0.001207  5.73729E-01   -1.57550E-01    5.51670E-01    1.07020E-04
    0.001223  7.30924E-01   -2.01096E-01    7.02715E-01    1.70291E-04
    0.001240  6.35218E-01   -1.74935E-01    6.10652E-01   -2.85873E-04
    0.001257  9.55861E-01   -2.62642E-01    9.19066E-01   -3.64198E-04
    0.001274  7.11467E-01   -1.95617E-01    6.84043E-01   -2.91239E-04
    0.001291  8.78001E-01   -2.41487E-01    8.44135E-01    4.03794E-04
    0.001308  5.82765E-01   -1.60145E-01    5.60324E-01    7.74528E-04
    0.001326  9.96882E-01   -2.74119E-01    9.58451E-01   -7.68300E-04
    0.001344  9.41599E-01   -2.58865E-01    9.05313E-01   -5.31035E-05
    0.001362  8.51673E-01   -2.34106E-01    8.18861E-01    1.43356E-04
    0.001380  9.77806E-01   -2.68785E-01    9.40133E-01   -5.72373E-04
    0.001399  8.20994E-01   -2.26328E-01    7.89177E-01    7.42843E-04
    0.001418  7.02884E-01   -1.93734E-01    6.75653E-01    1.77552E-04
    0.001437  1.02297E+00   -2.81750E-01    9.83396E-01    2.86210E-04
    0.001457  1.35573E+00   -3.73407E-01    1.30329E+00   -8.39419E-04
    0.001476  8.22735E-01   -2.26548E-01    7.90923E-01    4.55587E-04
    0.001496  1.11659E+00   -3.07693E-01    1.07335E+00    4.71040E-04
    0.001516  1.31579E+00   -3.62615E-01    1.26483E+00   -2.28806E-04
    0.001537  5.75015E-01   -1.58025E-01    5.52865E-01    8.88494E-04
    0.001558  7.39187E-01   -2.03115E-01    7.10723E-01   -8.13882E-04
    0.001579  1.11973E+00   -3.07769E-01    1.07660E+00   -1.30795E-04
    0.001600  1.03507E+00   -2.84722E-01    9.95131E-01   -3.22330E-04
    0.001622  7.25293E-01   -1.99152E-01    6.97402E-01    1.22738E-03
    0.001644  9.56023E-01   -2.63154E-01    9.19080E-01   -9.28651E-04
    0.001666  9.40378E-01   -2.58473E-01    9.04144E-01   -3.55514E-04
    0.001689  9.28724E-01   -2.55201E-01    8.92957E-01    2.64591E-04
    0.001711  1.75547E+00   -4.84127E-01    1.68739E+00   -4.33832E-04
    0.001734  1.78715E+00   -4.92856E-01    1.71783E+00   -8.82334E-05
    0.001758  1.52944E+00   -4.21199E-01    1.47029E+00    7.11380E-04
    0.001782  1.36712E+00   -3.77298E-01    1.31402E+00   -1.82545E-03
    0.001806  1.64506E+00   -4.53620E-01    1.58126E+00   -1.33918E-03
    0.001830  1.72341E+00   -4.74983E-01    1.65665E+00    1.39156E-03
    0.001855  1.61284E+00   -4.45345E-01    1.55012E+00   -3.27732E-04
    0.001880  1.48047E+00   -4.08558E-01    1.42296E+00    1.25861E-05
    0.001905  1.19582E+00   -3.28352E-01    1.14983E+00   -2.08538E-04
    0.001931  1.51168E+00   -4.14705E-01    1.45365E+00    1.07644E-03
    0.001957  1.18167E+00   -3.25482E-01    1.13593E+00   -6.58530E-04
    0.001984  1.75803E+00   -4.83385E-01    1.69024E+00    4.51454E-03
    0.002011  1.49106E+00   -4.10727E-01    1.43334E+00    1.25794E-05
    0.002038  1.23840E+00   -3.39789E-01    1.19083E+00   -1.50929E-03
    0.002065  1.41484E+00   -3.87771E-01    1.36062E+00    1.48328E-03
    0.002093  1.92447E+00   -5.30034E-01    1.85000E+00   -1.36215E-04
    0.002122  2.21368E+00   -6.10919E-01    2.12768E+00    1.98706E-03
    0.002150  1.36917E+00   -3.79037E-01    1.31562E+00   -5.67335E-04
    0.002179  1.93716E+00   -5.34421E-01    1.86194E+00    3.18716E-05
    0.002209  1.33756E+00   -3.68778E-01    1.28567E+00   -2.57809E-03
    0.002239  2.07697E+00   -5.71744E-01    1.99668E+00    2.12259E-03
    0.002269  2.35639E+00   -6.51219E-01    2.26458E+00   -3.42803E-04
    0.002300  1.99766E+00   -5.50964E-01    1.92013E+00   -3.12121E-03
    0.002331  1.68573E+00   -4.61997E-01    1.62112E+00    2.45709E-04
    0.002362  8.60041E-01   -2.33187E-01    8.27745E-01    7.60251E-04
    0.002394  1.97260E+00   -5.43306E-01    1.89624E+00   -2.44661E-04
    0.002427  1.70068E+00   -4.64231E-01    1.63601E+00   -9.02983E-05
    0.002459  2.03767E+00   -5.59911E-01    1.95917E+00    1.56470E-03
    0.002493  1.55598E+00   -4.27017E-01    1.49616E+00   -1.63084E-03
    0.002526  1.88211E+00   -5.14662E-01    1.81030E+00    2.68803E-03
    0.002561  2.23245E+00   -6.12675E-01    2.14666E+00    1.72676E-03
    0.002595  2.03235E+00   -5.59302E-01    1.95380E+00   -3.51916E-03
    0.002630  2.40633E+00   -6.63596E-01    2.31294E+00   -9.45343E-03
    0.002666  2.59301E+00   -7.08372E-01    2.49429E+00    1.96970E-03
    0.002702  2.57681E+00   -7.11228E-01    2.47663E+00   -8.58903E-03
    0.002738  2.11702E+00   -5.76537E-01    2.03688E+00   -4.69056E-03
    0.002775  2.28246E+00   -6.25873E-01    2.19487E+00   -2.32908E-03
    0.002813  2.01854E+00   -5.52757E-01    1.94127E+00   -2.24695E-03
    0.002851  1.99341E+00   -5.45598E-01    1.91716E+00   -4.40949E-03
    0.002890  2.82567E+00   -7.77387E-01    2.71654E+00   -3.51066E-03
    0.002929  3.26839E+00   -8.94640E-01    3.14345E+00   -1.97351E-03
    0.002968  1.91644E+00   -5.20905E-01    1.84414E+00   -4.34674E-03
    0.003008  2.93793E+00   -8.06773E-01    2.82490E+00    1.69144E-03
    0.003049  2.66856E+00   -7.31760E-01    2.56612E+00   -1.02562E-02
    0.003090  2.56794E+00   -7.02391E-01    2.46986E+00   -7.74727E-03
    0.003132  2.27573E+00   -6.20218E-01    2.18941E+00   -5.81597E-03
    0.003174  2.50289E+00   -6.85720E-01    2.40697E+00   -7.61617E-03
    0.003217  2.48204E+00   -6.73467E-01    2.38878E+00    4.13894E-03
    0.003261  2.25256E+00   -6.15480E-01    2.16666E+00   -5.60480E-03
