# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  9.00242E-03   -2.73048E-03   -8.57833E-03   -2.57452E-06
    0.001014  8.93442E-03   -2.70616E-03   -8.51473E-03    7.26863E-08
    0.001027  7.18371E-03   -2.17423E-03   -6.84679E-03    1.32044E-07
    0.001041  8.71841E-03   -2.64222E-03   -8.30838E-03    9.47509E-07
    0.001055  8.82114E-03   -2.67323E-03   -8.40634E-03    1.51601E-06
    0.001069  1.01775E-02   -3.08235E-03   -9.69954E-03    9.44412E-07
    0.001084  1.00030E-02   -3.03260E-03   -9.53223E-03   -2.40053E-06
    0.001099  9.33440E-03   -2.82852E-03   -8.89553E-03    4.39082E-06
    0.001113  1.27089E-02   -3.84537E-03   -1.21132E-02   -5.12146E-06
    0.001128  1.10825E-02   -3.35570E-03   -1.05622E-02    2.53210E-06
    0.001144  1.07279E-02   -3.24941E-03   -1.02239E-02    7.01493E-07
    0.001159  7.83750E-03   -2.37304E-03   -7.46961E-03   -2.29302E-06
    0.001175  7.79777E-03   -2.36550E-03   -7.43030E-03   -4.16215E-07
    0.001191  7.25607E-03   -2.20089E-03   -6.91423E-03    1.23024E-07
    0.001207  1.45556E-02   -4.40985E-03   -1.38715E-02    1.33524E-06
    0.001223  1.68913E-02   -5.11246E-03   -1.60990E-02    1.99870E-07
    0.001240  1.42209E-02   -4.30656E-03   -1.35531E-02   -7.27282E-07
    0.001257  8.04738E-03   -2.43386E-03   -7.67050E-03   -3.50346E-06
    0.001274  1.31740E-02   -3.98533E-03   -1.25567E-02    2.83375E-06
    0.001291  1.86392E-02   -5.64408E-03   -1.77641E-02   -5.19913E-07
    0.001308  1.06295E-02   -3.21661E-03   -1.01311E-02    1.63504E-06
    0.001326  1.43297E-02   -4.34306E-03   -1.36557E-02    8.86200E-07
    0.001344  1.73835E-02   -5.26440E-03   -1.65672E-02   -1.14490E-06
    0.001362  1.22771E-02   -3.71782E-03   -1.17006E-02    2.61211E-06
    0.001380  1.80498E-02   -5.46914E-03   -1.72012E-02    5.88444E-06
    0.001399  1.74875E-02   -5.29267E-03   -1.66673E-02   -1.05079E-05
    0.001418  2.07281E-02   -6.28004E-03   -1.97539E-02    7.24166E-06
    0.001437  1.49015E-02   -4.50378E-03   -1.42046E-02    3.20829E-07
    0.001457  1.82302E-02   -5.51640E-03   -1.73755E-02   -3.44484E-06
    0.001476  1.69151E-02   -5.11798E-03   -1.61222E-02   -1.32574E-05
    0.001496  2.16969E-02   -6.57077E-03   -2.06779E-02   -2.82146E-06
    0.001516  2.20777E-02   -6.69434E-03   -2.10383E-02   -1.38733E-06
    0.001537  2.47845E-02   -7.51070E-03   -2.36190E-02    5.97559E-06
    0.001558  1.64874E-02   -4.98608E-03   -1.57154E-02   -1.19927E-06
    0.001579  2.34267E-02   -7.10638E-03   -2.23228E-02   -5.46016E-06
    0.001600  2.14762E-02   -6.50521E-03   -2.04672E-02   -1.48252E-06
    0.001622  1.74112E-02   -5.26901E-03   -1.65948E-02    8.45822E-06
    0.001644  1.66242E-02   -5.03375E-03   -1.58437E-02   -6.72603E-07
    0.001666  1.80875E-02   -5.48510E-03   -1.72356E-02    7.47791E-06
    0.001689  1.95855E-02   -5.93952E-03   -1.86631E-02    8.07943E-06
    0.001711  1.55834E-02   -4.72523E-03   -1.48497E-02   -3.48281E-06
    0.001734  2.28762E-02   -6.91473E-03   -2.18060E-02    1.09440E-05
    0.001758  1.73037E-02   -5.26005E-03   -1.64848E-02   -5.53854E-06
    0.001782  2.50874E-02   -7.59001E-03   -2.39116E-02   -2.36414E-05
    0.001806  2.22249E-02   -6.74130E-03   -2.11778E-02    1.09614E-05
    0.001830  2.42710E-02   -7.35363E-03   -2.31301E-02    6.64264E-06
    0.001855  1.87998E-02   -5.69463E-03   -1.79165E-02    8.69857E-06
    0.001880  2.11237E-02   -6.40661E-03   -2.01286E-02    5.95849E-06
    0.001905  2.95320E-02   -8.96292E-03   -2.81389E-02    2.07252E-07
    0.001931  2.40251E-02   -7.28840E-03   -2.28928E-02    2.79968E-05
    0.001957  2.49607E-02   -7.54851E-03   -2.37918E-02   -2.42615E-06
    0.001984  3.20573E-02   -9.69588E-03   -3.05557E-02    1.93612E-05
    0.002011  1.75037E-02   -5.30817E-03   -1.66794E-02   -9.22451E-06
    0.002038  2.00509E-02   -6.07901E-03   -1.91071E-02    5.10403E-06
    0.002065  3.38953E-02   -1.02864E-02   -3.22967E-02    1.50358E-05
    0.002093  1.65532E-02   -5.02178E-03   -1.57730E-02    4.22684E-06
    0.002122  2.79898E-02   -8.49214E-03   -2.66704E-02   -1.26776E-05
    0.002150  2.45854E-02   -7.45874E-03   -2.34265E-02    1.44610E-05
    0.002179  2.03811E-02   -6.19328E-03   -1.94172E-02   -6.77736E-06
    0.002209  2.81855E-02   -8.54998E-03   -2.68573E-02    1.00960E-05
    0.002239  2.56057E-02   -7.77905E-03   -2.43953E-02   -2.21250E-05
    0.002269  2.37895E-02   -7.19643E-03   -2.26748E-02    6.92014E-07
    0.002300  2.51412E-02   -7.63293E-03   -2.39543E-02   -1.65709E-05
    0.002331  2.13156E-02   -6.46860E-03   -2.03102E-02   -1.23815E-05
    0.002362  2.73936E-02   -8.31543E-03   -2.61008E-02   -3.30759E-05
    0.002394  2.24235E-02   -6.78964E-03   -2.13707E-02    5.73611E-06
    0.002427  3.42833E-02   -1.04015E-02   -3.26672E-02    2.84744E-05
    0.002459  3.52918E-02   -1.06993E-02   -3.36307E-02    3.85723E-06
    0.002493  3.69172E-02   -1.12016E-02   -3.51766E-02   -3.45929E-05
    0.002526  2.94450E-02   -8.91692E-03   -2.80621E-02   -2.63247E-05
    0.002561  3.46330E-02   -1.04905E-02   -3.30058E-02    3.01171E-05
    0.002595  3.43822E-02   -1.04430E-02   -3.27578E-02    1.48733E-05
    0.002630  3.69112E-02   -1.11919E-02   -3.51733E-02   -2.13788E-05
    0.002666  2.91008E-02   -8.82974E-03   -2.77287E-02    2.68772E-05
    0.002702  3.21536E-02   -9.77066E-03   -3.06328E-02   -1.58205E-05
    0.002738  3.18961E-02   -9.66158E-03   -3.03974E-02   -1.96255E-05
    0.002775  3.70174E-02   -1.12235E-02   -3.52747E-02   -2.64978E-05
    0.002813  3.49081E-02   -1.06091E-02   -3.32567E-02    4.80927E-05
    0.002851  3.39594E-02   -1.02856E-02   -3.23641E-02    2.71931E-06
    0.002890  3.49476E-02   -1.06246E-02   -3.32932E-02   -1.11003E-06
    0.002929  3.54901E-02   -1.07872E-02   -3.38108E-02    1.61814E-05
    0.002968  3.69576E-02   -1.11804E-02   -3.52257E-02   -3.26313E-05
    0.003008  3.76977E-02   -1.14260E-02   -3.59242E-02   -1.47361E-05
    0.003049  3.51744E-02   -1.06786E-02   -3.35141E-02   -3.73305E-05
    0.003090  3.99137E-02   -1.21002E-02   -3.80352E-02   -2.99910E-05
    0.003132  4.03226E-02   -1.22064E-02   -3.84305E-02   -1.71365E-05
    0.003174  3.67622E-02   -1.11341E-02   -3.50353E-02    5.55999E-07
    0.003217  4.16812E-02   -1.26423E-02   -3.97175E-02   -2.18415E-05
    0.003261  4.20071E-02   -1.27326E-02   -4.00307E-02   -1.64660E-05
    0.003305  3.60069E-02   -1.09853E-02   -3.42902E-02   -1.96243E-05
    0.003350  3.47343E-02   -1.05925E-02   -3.30797E-02   -1.06605E-05
    0.003395  4.18911E-02   -1.27474E-02   -3.99042E-02   -5.33304E-05
    0.003441  3.90063E-02   -1.18455E-02   -3.71640E-02    2.91868E-06
    0.003487  3.93991E-02   -1.19793E-02   -3.75336E-02   -2.23350E-05
    0.003535  3.92671E-02   -1.19592E-02   -3.74015E-02   -4.02008E-05
    0.003582  3.95101E-02   -1.20268E-02   -3.76350E-02   -1.72192E-05
    0.003631  4.06823E-02   -1.23674E-02   -3.87567E-02   -3.28400E-05
    0.003680  4.45214E-02   -1.35193E-02   -4.24190E-02   -1.44818E-05
    0.003730  4.67677E-02   -1.42103E-02   -4.45563E-02   -5.78218E-05
    0.003780  4.56278E-02   -1.38511E-02   -4.34745E-02   -2.77213E-05
    0.003831  4.70628E-02   -1.43141E-02   -4.48329E-02   -8.58003E-05
    0.003883  4.81623E-02   -1.46384E-02   -4.58835E-02   -1.85482E-05
    0.003936  5.45430E-02   -1.65729E-02   -5.19640E-02   -4.26989E-05
    0.003989  5.59568E-02   -1.70069E-02   -5.33096E-02   -7.88146E-05
    0.004043  4.69905E-02   -1.42742E-02   -4.47699E-02   -6.13165E-05
    0.004097  3.66765E-02   -1.11479E-02   -3.49411E-02   -5.12410E-05
    0.004153  4.24300E-02   -1.28774E-02   -4.04286E-02   -5.79594E-05
    0.004209  5.05361E-02   -1.53434E-02   -4.81504E-02   -7.72188E-05
    0.004266  1.68991E-02   -5.11218E-03   -1.61072E-02   -2.18707E-05
    0.004323  4.75478E-02   -1.44522E-02   -4.52980E-02   -7.67727E-05
    0.004382  2.00489E-02   -6.06310E-03   -1.91096E-02    3.74868E-05
    0.004441  2.59846E-04   -7.86253E-05   -2.47663E-04    3.88568E-09
    0.004501  3.70195E-03   -1.12150E-03   -3.52796E-03    3.14528E-06
    0.004562  8.36565E-03   -2.53694E-03   -7.97164E-03   -3.70637E-06
    0.004624  1.19623E-02   -3.62453E-03   -1.13999E-02   -3.34726E-06
    0.004686  1.73672E-02   -5.25099E-03   -1.65540E-02   -2.39949E-05
    0.004750  1.06969E-02   -3.24584E-03   -1.01919E-02    3.64284E-06
    0.004814  3.19475E-02   -9.64799E-03   -3.04551E-02    8.63163E-07
    0.004879  3.34796E-02   -1.01770E-02   -3.18946E-02   -1.61597E-05
    0.004945  3.05671E-02   -9.29527E-03   -2.91183E-02   -5.16038E-05
    0.005012  3.79383E-02   -1.14492E-02   -3.61683E-02    1.30149E-04
    0.005080  2.11591E-02   -6.40520E-03   -2.01648E-02    1.54072E-04
    0.005148  3.92413E-02   -1.19580E-02   -3.73729E-02   -3.97609E-05
    0.005218  4.26961E-02   -1.27784E-02   -4.07372E-02   -3.10352E-05
    0.005289  4.84199E-02   -1.45607E-02   -4.61752E-02    9.99685E-05
    0.005360  3.62983E-02   -1.10266E-02   -3.45794E-02    1.28965E-04
    0.005433  4.14583E-02   -1.25343E-02   -3.95145E-02    1.81765E-04
    0.005506  5.25349E-02   -1.59523E-02   -5.00499E-02    5.82434E-05
    0.005580  6.80414E-02   -2.05275E-02   -6.48669E-02   -4.54157E-05
    0.005656  8.95530E-02   -2.73144E-02   -8.52817E-02   -1.37549E-04
    0.005732  7.09673E-02   -2.13945E-02   -6.76596E-02   -1.06310E-04
    0.005810  9.15488E-02   -2.78209E-02   -8.72122E-02   -4.67147E-04
    0.005888  6.88645E-02   -2.05898E-02   -6.57064E-02    9.30959E-05
    0.005968  7.52355E-02   -2.24900E-02   -7.17891E-02    1.69045E-04
    0.006049  7.96830E-02   -2.39609E-02   -7.59860E-02    6.74550E-05
    0.006131  7.60376E-02   -2.33171E-02   -7.23658E-02    1.96591E-04
    0.006213  9.47072E-02   -2.92081E-02   -9.00829E-02   -3.07457E-04
    0.006297  6.75685E-02   -2.04657E-02   -6.43856E-02   -1.46679E-04
    0.006383  7.51606E-02   -2.29002E-02   -7.15753E-02   -2.70098E-04
    0.006469  6.29593E-02   -1.88660E-02   -6.00521E-02   -4.93220E-05
    0.006556  9.98170E-02   -2.99880E-02   -9.51912E-02   -2.80146E-04
    0.006645  1.04303E-01   -3.17082E-02   -9.93503E-02   -8.89205E-06
    0.006735  9.21516E-02   -2.80685E-02   -8.77542E-02    3.81787E-04
    0.006826  8.74299E-02   -2.65311E-02   -8.32930E-02    2.83023E-04
    0.006918  4.51967E-02   -1.33888E-02   -4.31573E-02    3.15084E-04
    0.007012  1.03655E-01   -3.17268E-02   -9.86630E-02   -1.54772E-04
    0.007107  8.98183E-02   -2.68925E-02   -8.56806E-02    9.39455E-05
    0.007203  9.12741E-02   -2.71909E-02   -8.71074E-02   -3.56319E-04
    0.007300  8.87332E-02   -2.66700E-02   -8.46077E-02    8.88487E-06
    0.007399  9.34651E-02   -2.80085E-02   -8.91432E-02    2.47058E-04
    0.007499  9.79194E-02   -2.94604E-02   -9.33552E-02    3.38289E-04
    0.007600  1.23841E-01   -3.80567E-02   -1.17826E-01    5.58062E-04
