# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  1.10893E-02   -4.23061E-03   -1.02506E-02   -4.49219E-06
    0.001014  1.24300E-02   -4.74220E-03   -1.14898E-02   -2.77381E-06
    0.001027  1.22954E-02   -4.68674E-03   -1.13671E-02   -3.05439E-06
    0.001041  1.31094E-02   -5.00277E-03   -1.21173E-02   -3.40160E-06
    0.001055  9.62061E-03   -3.67054E-03   -8.89287E-03   -2.74134E-07
    0.001069  6.07693E-03   -2.31720E-03   -5.61779E-03   -3.31833E-06
    0.001084  1.63530E-02   -6.23867E-03   -1.51162E-02    2.22326E-06
    0.001099  6.44976E-03   -2.46001E-03   -5.96218E-03   -2.35918E-06
    0.001113  1.30506E-02   -4.97183E-03   -1.20664E-02   -3.64364E-06
    0.001128  1.03364E-02   -3.94075E-03   -9.55574E-03    2.65011E-07
    0.001144  1.27353E-02   -4.84989E-03   -1.17757E-02    4.93296E-06
    0.001159  1.24578E-02   -4.74989E-03   -1.15167E-02   -1.33452E-06
    0.001175  1.17741E-02   -4.49131E-03   -1.08839E-02   -1.80610E-06
    0.001191  1.07945E-02   -4.12061E-03   -9.97707E-03    1.53003E-07
    0.001207  1.21777E-02   -4.64323E-03   -1.12577E-02    4.73382E-07
    0.001223  7.89383E-03   -3.01355E-03   -7.29594E-03    2.76767E-06
    0.001240  1.33803E-02   -5.10355E-03   -1.23688E-02   -3.56203E-06
    0.001257  1.24233E-02   -4.74006E-03   -1.14835E-02   -2.21372E-06
    0.001274  1.40506E-02   -5.35862E-03   -1.29886E-02    4.13748E-06
    0.001291  1.66425E-02   -6.34096E-03   -1.53871E-02   -2.93321E-06
    0.001308  1.89068E-02   -7.20884E-03   -1.74785E-02    3.85743E-07
    0.001326  1.50532E-02   -5.74664E-03   -1.39131E-02   -9.58083E-06
    0.001344  1.54680E-02   -5.89436E-03   -1.43008E-02   -4.63658E-06
    0.001362  1.82865E-02   -6.98174E-03   -1.69012E-02    7.79144E-06
    0.001380  1.14871E-02   -4.37945E-03   -1.06195E-02   -2.68773E-06
    0.001399  2.11548E-02   -8.06802E-03   -1.95558E-02   -8.60161E-06
    0.001418  1.73819E-02   -6.63785E-03   -1.60646E-02    5.18202E-06
    0.001437  1.63584E-02   -6.24020E-03   -1.51214E-02   -1.01675E-07
    0.001457  1.27710E-02   -4.86850E-03   -1.18066E-02    2.01982E-06
    0.001476  1.73523E-02   -6.61393E-03   -1.60424E-02   -2.31817E-06
    0.001496  1.83456E-02   -6.99210E-03   -1.69608E-02    7.86468E-06
    0.001516  1.65812E-02   -6.32129E-03   -1.53289E-02   -1.74521E-06
    0.001537  2.05037E-02   -7.83074E-03   -1.89493E-02    1.23083E-05
    0.001558  1.35893E-02   -5.18390E-03   -1.25616E-02   -1.32257E-06
    0.001579  1.59381E-02   -6.08764E-03   -1.47296E-02   -1.02741E-06
    0.001600  2.44780E-02   -9.31588E-03   -2.26359E-02   -4.65426E-06
    0.001622  2.62535E-02   -1.00041E-02   -2.42727E-02    4.10914E-06
    0.001644  1.74992E-02   -6.66907E-03   -1.61785E-02   -2.51694E-06
    0.001666  2.67670E-02   -1.02127E-02   -2.47420E-02    7.66002E-06
    0.001689  1.74536E-02   -6.65577E-03   -1.61347E-02   -1.32959E-05
    0.001711  2.37270E-02   -9.04887E-03   -2.19337E-02    8.79380E-06
    0.001734  2.25092E-02   -8.59346E-03   -2.08042E-02    1.22358E-05
    0.001758  1.44312E-02   -5.50212E-03   -1.33410E-02   -6.50283E-06
    0.001782  2.69268E-02   -1.02547E-02   -2.48976E-02    1.05285E-05
    0.001806  2.70503E-02   -1.03381E-02   -2.49968E-02    3.91828E-07
    0.001830  2.19876E-02   -8.37219E-03   -2.03312E-02    7.13447E-06
    0.001855  2.94879E-02   -1.12372E-02   -2.72627E-02    1.86069E-05
    0.001880  2.56402E-02   -9.76359E-03   -2.37084E-02    1.55818E-05
    0.001905  3.04847E-02   -1.16258E-02   -2.81807E-02   -7.80967E-06
    0.001931  2.97105E-02   -1.13104E-02   -2.74732E-02   -2.00037E-05
    0.001957  2.83945E-02   -1.08342E-02   -2.62462E-02   -1.74718E-05
    0.001984  2.48352E-02   -9.45336E-03   -2.29655E-02    5.24267E-06
    0.002011  2.82641E-02   -1.07802E-02   -2.61275E-02    1.23010E-05
    0.002038  2.75811E-02   -1.04954E-02   -2.55060E-02    7.23036E-06
    0.002065  2.93308E-02   -1.11888E-02   -2.71127E-02    1.90545E-05
    0.002093  2.53174E-02   -9.65238E-03   -2.34051E-02    2.95918E-05
    0.002122  3.26439E-02   -1.24531E-02   -3.01751E-02   -2.92179E-06
    0.002150  2.63946E-02   -1.00735E-02   -2.43965E-02    1.21541E-05
    0.002179  2.79821E-02   -1.06896E-02   -2.58596E-02   -1.42432E-05
    0.002209  2.03705E-02   -7.77232E-03   -1.88292E-02    1.17263E-05
    0.002239  3.41777E-02   -1.30620E-02   -3.15831E-02   -8.33208E-06
    0.002269  2.55026E-02   -9.72797E-03   -2.35740E-02   -2.24550E-05
    0.002300  2.76998E-02   -1.05921E-02   -2.55944E-02    1.81103E-05
    0.002331  2.56176E-02   -9.77479E-03   -2.36793E-02   -8.70110E-06
    0.002362  3.42484E-02   -1.30366E-02   -3.16700E-02    1.21218E-05
    0.002394  3.79060E-02   -1.44673E-02   -3.50364E-02   -3.28323E-07
    0.002427  3.28494E-02   -1.25618E-02   -3.03524E-02   -7.11061E-07
    0.002459  2.75403E-02   -1.05362E-02   -2.54450E-02   -2.66199E-05
    0.002493  2.51803E-02   -9.60975E-03   -2.32743E-02   -2.52082E-05
    0.002526  4.06349E-02   -1.54769E-02   -3.75718E-02    7.80764E-06
    0.002561  3.53053E-02   -1.34926E-02   -3.26251E-02    2.54645E-06
    0.002595  3.06175E-02   -1.16742E-02   -2.83043E-02   -5.36953E-06
    0.002630  4.09622E-02   -1.56281E-02   -3.78635E-02    5.06053E-06
    0.002666  3.37113E-02   -1.28787E-02   -3.11541E-02   -3.34810E-05
    0.002702  3.36425E-02   -1.28589E-02   -3.10878E-02   -2.01002E-05
    0.002738  3.55615E-02   -1.35792E-02   -3.28666E-02    3.16415E-05
    0.002775  4.16739E-02   -1.58937E-02   -3.85238E-02   -4.27809E-05
    0.002813  3.81655E-02   -1.45625E-02   -3.52777E-02    1.20822E-06
    0.002851  3.83730E-02   -1.46497E-02   -3.54662E-02    2.80764E-05
    0.002890  4.14957E-02   -1.58493E-02   -3.83493E-02   -5.05733E-05
    0.002929  3.37542E-02   -1.28869E-02   -3.11970E-02   -5.21046E-05
    0.002968  3.53578E-02   -1.35288E-02   -3.26669E-02   -3.94663E-05
    0.003008  3.70337E-02   -1.41561E-02   -3.42211E-02   -4.40659E-05
    0.003049  3.65362E-02   -1.39473E-02   -3.37691E-02   -5.27098E-05
    0.003090  3.85529E-02   -1.47055E-02   -3.56378E-02   -6.71005E-05
    0.003132  3.98902E-02   -1.52210E-02   -3.68717E-02   -4.61418E-05
    0.003174  3.80781E-02   -1.45340E-02   -3.51949E-02   -5.08275E-05
    0.003217  4.02776E-02   -1.54276E-02   -3.72056E-02    7.43378E-06
    0.003261  3.93338E-02   -1.50668E-02   -3.63335E-02    3.15980E-05
    0.003305  4.52430E-02   -1.73376E-02   -4.17890E-02   -8.30578E-06
    0.003350  3.85298E-02   -1.47342E-02   -3.56010E-02   -6.24466E-06
    0.003395  4.66789E-02   -1.78471E-02   -4.31321E-02   -3.37991E-05
    0.003441  4.10206E-02   -1.57179E-02   -3.78895E-02   -2.45383E-05
