# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  2.74155E-02   -2.61113E-02    8.35521E-03    2.28287E-06
    0.001014  3.37530E-02   -3.21414E-02    1.03051E-02    2.36238E-06
    0.001027  3.08620E-02   -2.93967E-02    9.39642E-03   -2.04175E-05
    0.001041  2.90588E-02   -2.76811E-02    8.84121E-03   -1.87183E-05
    0.001055  2.52823E-02   -2.40788E-02    7.70717E-03    2.63789E-05
    0.001069  4.06853E-02   -3.87461E-02    1.24105E-02   -2.07649E-05
    0.001084  2.69607E-02   -2.56773E-02    8.21911E-03   -4.46366E-06
    0.001099  2.71815E-02   -2.58900E-02    8.27861E-03   -3.43112E-06
    0.001113  2.30367E-02   -2.19365E-02    7.03373E-03    1.68014E-05
    0.001128  1.65764E-02   -1.57874E-02    5.05305E-03   -1.03527E-05
    0.001144  3.08486E-02   -2.93775E-02    9.41225E-03   -1.36447E-05
    0.001159  2.97447E-02   -2.83319E-02    9.05749E-03   -1.37374E-05
    0.001175  3.45879E-02   -3.29477E-02    1.05243E-02   -9.27111E-06
    0.001191  3.44289E-02   -3.27986E-02    1.04688E-02   -2.11759E-05
    0.001207  4.10738E-02   -3.91206E-02    1.25150E-02    1.97862E-05
    0.001223  4.52564E-02   -4.31074E-02    1.37796E-02   -1.04235E-05
    0.001240  3.54603E-02   -3.37663E-02    1.08283E-02   -2.36821E-05
    0.001257  4.09263E-02   -3.89816E-02    1.24655E-02   -1.74410E-05
    0.001274  3.43518E-02   -3.27214E-02    1.04567E-02    2.68829E-05
    0.001291  4.17504E-02   -3.97620E-02    1.27299E-02   -1.31195E-05
    0.001308  5.56635E-02   -5.30289E-02    1.69216E-02    3.73130E-05
    0.001326  4.39861E-02   -4.18988E-02    1.33883E-02    6.30366E-05
    0.001344  5.73927E-02   -5.46566E-02    1.75084E-02   -2.30931E-06
    0.001362  3.19146E-02   -3.03951E-02    9.72926E-03    5.69758E-05
    0.001380  4.24044E-02   -4.03900E-02    1.29137E-02   -2.36752E-05
    0.001399  4.68655E-02   -4.46481E-02    1.42445E-02    1.43236E-05
    0.001418  7.06949E-02   -6.73543E-02    2.14741E-02   -4.18916E-05
    0.001437  4.50552E-02   -4.29298E-02    1.36735E-02    1.02664E-05
    0.001457  4.88229E-02   -4.65089E-02    1.48509E-02    2.42046E-05
    0.001476  4.17005E-02   -3.97240E-02    1.26847E-02    2.41322E-05
    0.001496  6.45912E-02   -6.15247E-02    1.96646E-02    6.75422E-05
    0.001516  3.72645E-02   -3.54896E-02    1.13623E-02    6.84712E-06
    0.001537  4.12249E-02   -3.92620E-02    1.25676E-02   -5.12159E-05
    0.001558  5.82696E-02   -5.55138E-02    1.77059E-02    7.11280E-05
    0.001579  7.37473E-02   -7.02591E-02    2.24100E-02    3.73551E-05
    0.001600  5.23277E-02   -4.98553E-02    1.58916E-02   -4.29860E-05
    0.001622  4.04404E-02   -3.85025E-02    1.23650E-02    1.27046E-04
    0.001644  5.49405E-02   -5.23333E-02    1.67215E-02    2.84177E-05
    0.001666  6.36068E-02   -6.05610E-02    1.94448E-02    7.46023E-05
    0.001689  5.58396E-02   -5.31620E-02    1.70818E-02    4.14399E-05
    0.001711  6.42920E-02   -6.12206E-02    1.96317E-02   -3.98485E-05
    0.001734  8.01348E-02   -7.63536E-02    2.43219E-02   -2.56779E-05
    0.001758  6.76782E-02   -6.45045E-02    2.04783E-02    1.02913E-04
    0.001782  4.32447E-02   -4.11941E-02    1.31523E-02    3.59828E-05
    0.001806  5.97295E-02   -5.68605E-02    1.82839E-02    2.36891E-04
    0.001830  5.41963E-02   -5.15883E-02    1.66052E-02    4.20075E-05
    0.001855  5.18102E-02   -4.93272E-02    1.58435E-02    1.14951E-04
    0.001880  9.36101E-02   -8.91692E-02    2.84878E-02   -2.13088E-05
    0.001905  8.82068E-02   -8.40107E-02    2.68772E-02   -1.15696E-04
    0.001931  9.87274E-02   -9.40853E-02    2.99130E-02   -1.54544E-04
    0.001957  7.62843E-02   -7.26837E-02    2.31531E-02    4.80464E-05
    0.001984  8.04930E-02   -7.66627E-02    2.45259E-02   -1.91163E-05
    0.002011  1.02679E-01   -9.77919E-02    3.12930E-02    1.42836E-04
    0.002038  8.26645E-02   -7.87528E-02    2.51232E-02    1.14266E-04
    0.002065  9.09932E-02   -8.66438E-02    2.77903E-02   -3.20869E-06
    0.002093  5.33262E-02   -5.07616E-02    1.63312E-02   -4.36135E-05
    0.002122  7.99581E-02   -7.61623E-02    2.43361E-02    5.30101E-05
    0.002150  7.11800E-02   -6.77714E-02    2.17513E-02   -3.58172E-04
    0.002179  1.11983E-01   -1.06683E-01    3.40351E-02   -1.21312E-06
    0.002209  7.02464E-02   -6.68479E-02    2.15717E-02    5.34154E-05
    0.002239  7.02533E-02   -6.68799E-02    2.14958E-02   -6.01619E-05
    0.002269  8.37626E-02   -7.97518E-02    2.55977E-02   -9.00045E-05
    0.002300  9.22600E-02   -8.78257E-02    2.82480E-02   -1.64845E-04
    0.002331  1.06449E-01   -1.01359E-01    3.25151E-02   -2.18885E-05
    0.002362  9.73752E-02   -9.27240E-02    2.97235E-02   -1.66536E-04
    0.002394  9.29428E-02   -8.84744E-02    2.84586E-02    1.44523E-04
    0.002427  6.19865E-02   -5.90023E-02    1.89854E-02   -9.39199E-05
    0.002459  1.09320E-01   -1.04044E-01    3.35378E-02    3.25091E-04
    0.002493  1.02272E-01   -9.73978E-02    3.11841E-02   -1.92843E-05
    0.002526  8.83978E-02   -8.41326E-02    2.71106E-02   -6.87460E-05
    0.002561  1.11754E-01   -1.06324E-01    3.44003E-02    3.61010E-04
    0.002595  8.46891E-02   -8.05653E-02    2.60896E-02    1.41967E-04
    0.002630  1.06497E-01   -1.01363E-01    3.26506E-02   -1.68604E-04
    0.002666  1.00212E-01   -9.54225E-02    3.05946E-02   -7.64319E-05
    0.002702  1.11139E-01   -1.05736E-01    3.42122E-02    3.52222E-05
    0.002738  9.66430E-02   -9.19951E-02    2.95911E-02   -1.41640E-04
    0.002775  1.04691E-01   -9.94963E-02    3.25498E-02    1.28727E-04
    0.002813  1.08925E-01   -1.03674E-01    3.33942E-02    8.20169E-05
    0.002851  1.08923E-01   -1.03724E-01    3.32294E-02   -5.06400E-04
    0.002890  1.13329E-01   -1.07873E-01    3.47182E-02   -5.83804E-04
    0.002929  1.24969E-01   -1.18971E-01    3.82323E-02   -4.50564E-05
    0.002968  1.04094E-01   -9.89562E-02    3.22754E-02   -2.43421E-04
    0.003008  1.14756E-01   -1.09208E-01    3.52264E-02   -4.36750E-04
    0.003049  1.25066E-01   -1.19021E-01    3.83907E-02   -1.97612E-04
    0.003090  1.10480E-01   -1.05198E-01    3.37318E-02   -3.98568E-04
    0.003132  1.13304E-01   -1.07718E-01    3.51113E-02   -2.68230E-04
    0.003174  1.13722E-01   -1.08129E-01    3.52012E-02   -1.33028E-05
    0.003217  1.37822E-01   -1.31142E-01    4.23714E-02    1.31843E-04
    0.003261  1.07408E-01   -1.02030E-01    3.35350E-02   -3.63191E-04
    0.003305  1.45319E-01   -1.38290E-01    4.46258E-02   -4.41499E-04
    0.003350  1.19263E-01   -1.13453E-01    3.67471E-02   -2.90484E-04
    0.003395  1.14505E-01   -1.08839E-01    3.55479E-02   -4.09905E-04
    0.003441  1.22520E-01   -1.16447E-01    3.80681E-02   -3.32126E-04
    0.003487  1.23173E-01   -1.17166E-01    3.79707E-02   -6.70938E-04
    0.003535  1.37094E-01   -1.30337E-01    4.24862E-02   -4.62272E-04
    0.003582  1.15011E-01   -1.09232E-01    3.59736E-02   -4.08933E-04
    0.003631  1.18687E-01   -1.12875E-01    3.66582E-02   -4.86962E-04
    0.003680  1.09993E-01   -1.04561E-01    3.41213E-02   -6.61891E-05
    0.003730  1.35354E-01   -1.28632E-01    4.21056E-02   -3.36427E-04
    0.003780  1.35698E-01   -1.29093E-01    4.17998E-02   -4.51205E-04
    0.003831  1.31556E-01   -1.25083E-01    4.07265E-02   -7.38914E-04
    0.003883  1.38854E-01   -1.31947E-01    4.32194E-02   -5.55747E-04
    0.003936  1.33958E-01   -1.27166E-01    4.20764E-02   -1.03754E-03
    0.003989  1.56827E-01   -1.49042E-01    4.87569E-02   -1.47132E-03
    0.004043  1.33120E-01   -1.26576E-01    4.11936E-02   -1.17683E-03
    0.004097  9.71129E-02   -9.22878E-02    3.02142E-02   -6.20944E-04
    0.004153  1.14094E-01   -1.08427E-01    3.54828E-02   -9.25152E-04
    0.004209  1.51280E-01   -1.43821E-01    4.68897E-02   -1.25755E-03
    0.004266  4.70511E-02   -4.48164E-02    1.43221E-02   -1.91030E-04
    0.004323  1.34939E-01   -1.28312E-01    4.17338E-02   -1.24500E-03
    0.004382  9.44856E-02   -8.98246E-02    2.92858E-02    1.32507E-04
    0.004441  5.95352E-04   -5.67220E-04    1.80722E-04    2.98206E-07
    0.004501  9.40809E-03   -8.96270E-03    2.85978E-03    1.12694E-05
    0.004562  2.66654E-02   -2.53947E-02    8.12963E-03   -1.07511E-05
    0.004624  2.87583E-02   -2.74144E-02    8.68008E-03   -8.42768E-05
    0.004686  4.09280E-02   -3.89532E-02    1.25405E-02    1.07588E-05
    0.004750  6.38631E-02   -6.08627E-02    1.93200E-02    2.74649E-04
    0.004814  7.66216E-02   -7.30895E-02    2.29662E-02   -1.03070E-04
    0.004879  1.28212E-01   -1.22290E-01    3.84830E-02   -4.88057E-04
    0.004945  9.59619E-02   -9.14225E-02    2.91030E-02    4.35650E-04
    0.005012  1.52014E-01   -1.44837E-01    4.60845E-02   -5.21172E-04
    0.005080  1.09603E-01   -1.04625E-01    3.25840E-02   -4.96786E-04
    0.005148  1.27883E-01   -1.21865E-01    3.86497E-02    3.46533E-06
    0.005218  1.32990E-01   -1.26900E-01    3.96685E-02   -1.43342E-04
    0.005289  1.45306E-01   -1.38511E-01    4.37597E-02   -8.82849E-04
    0.005360  1.97993E-01   -1.88688E-01    5.98237E-02    8.49515E-04
    0.005433  1.33268E-01   -1.26890E-01    4.05192E-02    1.50997E-03
    0.005506  1.49479E-01   -1.42548E-01    4.47712E-02   -7.21113E-04
    0.005580  1.37198E-01   -1.31231E-01    3.98644E-02    1.39614E-03
    0.005656  2.09515E-01   -1.99570E-01    6.35049E-02    1.31955E-03
    0.005732  2.16771E-01   -2.06960E-01    6.42492E-02    5.67471E-04
    0.005810  2.09021E-01   -1.99383E-01    6.24393E-02   -3.13504E-04
    0.005888  2.05423E-01   -1.95943E-01    6.13472E-02    3.79926E-04
    0.005968  9.08115E-02   -8.61455E-02    2.82343E-02   -1.08013E-03
    0.006049  2.19028E-01   -2.08902E-01    6.54068E-02   -1.66086E-03
    0.006131  2.28614E-01   -2.17861E-01    6.88090E-02   -4.66915E-04
    0.006213  1.82513E-01   -1.73160E-01    5.70551E-02    2.23614E-04
    0.006297  2.04564E-01   -1.94634E-01    6.23255E-02   -1.26488E-03
    0.006383  2.40083E-01   -2.28107E-01    7.41916E-02    1.74280E-03
    0.006469  2.32720E-01   -2.21541E-01    7.05684E-02    6.83684E-04
    0.006556  3.05100E-01   -2.91010E-01    9.10475E-02   -6.60755E-04
    0.006645  3.54764E-01   -3.38658E-01    1.05134E-01   -2.80576E-03
    0.006735  2.73987E-01   -2.60933E-01    8.27671E-02    1.84440E-03
    0.006826  3.89733E-01   -3.71274E-01    1.17737E-01   -1.47491E-03
    0.006918  3.18987E-01   -3.03959E-01    9.58716E-02   -3.33097E-03
    0.007012  3.14593E-01   -3.00497E-01    9.23717E-02   -3.15815E-03
    0.007107  2.59729E-01   -2.46880E-01    7.95252E-02   -3.00667E-03
    0.007203  3.05734E-01   -2.90859E-01    9.30367E-02   -2.08624E-03
    0.007300  2.80586E-01   -2.66071E-01    8.77837E-02    4.30842E-03
    0.007399  3.46841E-01   -3.30141E-01    1.05147E-01    2.09884E-03
    0.007499  2.36093E-01   -2.24260E-01    7.23401E-02   -2.25405E-03
    0.007600  2.54989E-01   -2.42863E-01    7.64047E-02    5.01858E-03
    0.007703  3.39333E-01   -3.22481E-01    1.04108E-01    4.84405E-04
    0.007807  3.98756E-01   -3.79842E-01    1.20110E-01    6.05995E-03
    0.007913  3.17158E-01   -3.01926E-01    9.55588E-02   -1.69384E-03
    0.008020  4.07263E-01   -3.88360E-01    1.21294E-01   -2.68846E-03
    0.008128  3.14903E-01   -2.98519E-01    9.82361E-02   -6.64040E-03
    0.008238  3.28926E-01   -3.12159E-01    1.01759E-01    1.81062E-03
    0.008350  4.96027E-01   -4.71705E-01    1.51650E-01   -4.84287E-03
    0.008463  3.14494E-01   -2.97375E-01    1.00051E-01   -2.33551E-03
    0.008577  3.97744E-01   -3.78190E-01    1.21110E-01   -6.96404E-03
    0.008693  3.43828E-01   -3.23830E-01    1.13139E-01    2.94687E-03
    0.008810  3.67311E-01   -3.47927E-01    1.15228E-01   -4.61928E-03
    0.008930  4.27272E-01   -4.04726E-01    1.34665E-01    6.30377E-03
    0.009050  4.70458E-01   -4.46969E-01    1.44588E-01   -2.77779E-03
    0.009173  3.28068E-01   -3.10087E-01    1.04254E-01   -5.11503E-03
    0.009297  4.26401E-01   -4.03988E-01    1.33972E-01    5.23823E-03
    0.009423  4.39191E-01   -4.14869E-01    1.41086E-01   -7.02475E-03
    0.009550  5.08384E-01   -4.83215E-01    1.55967E-01    5.54962E-03
    0.009679  3.39762E-01   -3.19380E-01    1.12581E-01   -6.32983E-03
    0.009810  5.19466E-01   -4.93220E-01    1.60496E-01   -5.95664E-03
    0.009943  4.44685E-01   -4.18382E-01    1.47281E-01   -4.89427E-03
    0.010077  4.02592E-01   -3.79352E-01    1.31528E-01    1.11364E-03
    0.010213  5.52502E-01   -5.22973E-01    1.75253E-01   -5.79576E-03
    0.010351  3.98949E-01   -3.74287E-01    1.34464E-01   -3.07871E-03
    0.010491  5.54370E-01   -5.25185E-01    1.74550E-01   -9.00935E-03
    0.010633  4.27783E-01   -3.99568E-01    1.49399E-01    6.16378E-03
    0.010777  4.58388E-01   -4.31702E-01    1.50031E-01   -1.60096E-02
    0.010923  5.56732E-01   -5.24166E-01    1.84168E-01   -4.42979E-04
    0.011071  5.29966E-01   -4.98323E-01    1.76651E-01   -4.33752E-03
    0.011220  4.74582E-01   -4.45638E-01    1.59011E-01   -1.12829E-02
    0.011372  5.17029E-01   -4.84877E-01    1.75628E-01   -1.93331E-03
    0.011526  5.74737E-01   -5.39876E-01    1.92843E-01   -1.53193E-02
    0.011681  5.63290E-01   -5.28519E-01    1.91552E-01    6.56110E-03
    0.011839  4.32636E-01   -4.00744E-01    1.58258E-01   -1.63441E-02
    0.012000  6.25446E-01   -5.88259E-01    2.08420E-01   -1.38623E-02
    0.012162  6.22121E-01   -5.81664E-01    2.16408E-01   -8.01076E-03
