# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  5.97977E-03   -1.64099E-03   -5.75019E-03   -1.97044E-07
    0.001014  1.20863E-02   -3.31125E-03   -1.16238E-02    3.61054E-07
    0.001027  1.18624E-02   -3.25250E-03   -1.14078E-02    4.37943E-07
    0.001041  7.47849E-03   -2.05038E-03   -7.19192E-03   -2.53528E-06
    0.001055  6.63490E-03   -1.82097E-03   -6.38012E-03   -1.60766E-06
    0.001069  8.79291E-03   -2.41032E-03   -8.45609E-03   -4.22324E-06
    0.001084  1.13847E-02   -3.12273E-03   -1.09481E-02   -2.80945E-06
    0.001099  1.18797E-02   -3.25755E-03   -1.14244E-02   -1.86469E-06
    0.001113  1.18675E-02   -3.25460E-03   -1.14125E-02    1.86596E-06
    0.001128  1.14736E-02   -3.14328E-03   -1.10346E-02   -3.58812E-06
    0.001144  1.13871E-02   -3.11963E-03   -1.09514E-02    3.81429E-06
    0.001159  1.34036E-02   -3.67281E-03   -1.28906E-02   -1.96210E-06
    0.001175  1.35764E-02   -3.72167E-03   -1.30564E-02   -3.59256E-07
    0.001191  1.27056E-02   -3.48143E-03   -1.22193E-02    3.82242E-06
    0.001207  1.15916E-02   -3.18070E-03   -1.11467E-02   -1.58101E-06
    0.001223  1.19701E-02   -3.27991E-03   -1.15120E-02    1.27199E-06
    0.001240  1.34188E-02   -3.68188E-03   -1.29038E-02    9.24145E-07
    0.001257  9.21259E-03   -2.52575E-03   -8.85959E-03    9.40771E-07
    0.001274  1.82741E-02   -5.00346E-03   -1.75758E-02    6.89259E-06
    0.001291  1.42059E-02   -3.89557E-03   -1.36613E-02    5.30699E-06
    0.001308  1.55869E-02   -4.27328E-03   -1.49896E-02    1.93420E-06
    0.001326  1.70307E-02   -4.66248E-03   -1.63800E-02    7.29193E-06
    0.001344  1.78085E-02   -4.87019E-03   -1.71296E-02    1.52065E-07
    0.001362  1.68182E-02   -4.60917E-03   -1.61742E-02   -1.16567E-06
    0.001380  1.26318E-02   -3.46466E-03   -1.21473E-02   -6.81800E-06
    0.001399  1.74067E-02   -4.77073E-03   -1.67402E-02   -3.17438E-07
    0.001418  1.20651E-02   -3.31434E-03   -1.16009E-02    4.75620E-06
    0.001437  2.48027E-02   -6.79564E-03   -2.38536E-02    4.54293E-06
    0.001457  2.16625E-02   -5.94223E-03   -2.08315E-02   -1.59692E-06
    0.001476  1.77290E-02   -4.86686E-03   -1.70479E-02    1.81961E-05
    0.001496  9.63627E-03   -2.63519E-03   -9.26893E-03    5.19004E-06
    0.001516  1.47893E-02   -4.05838E-03   -1.42215E-02   -8.81160E-06
    0.001537  1.81124E-02   -4.97208E-03   -1.74166E-02   -7.20731E-07
    0.001558  2.23168E-02   -6.10875E-03   -2.14644E-02    1.73491E-06
    0.001579  1.61885E-02   -4.44742E-03   -1.55655E-02    4.72812E-06
    0.001600  1.94751E-02   -5.34346E-03   -1.87277E-02   -4.44628E-06
    0.001622  2.70374E-02   -7.39388E-03   -2.60067E-02   -5.08345E-06
    0.001644  1.82053E-02   -4.99881E-03   -1.75055E-02    1.35982E-06
    0.001666  1.79599E-02   -4.92172E-03   -1.72723E-02   -4.78315E-07
    0.001689  2.47176E-02   -6.78064E-03   -2.37693E-02    1.51480E-05
    0.001711  2.41372E-02   -6.61492E-03   -2.32131E-02   -8.82002E-06
    0.001734  1.94617E-02   -5.34309E-03   -1.87139E-02    2.46870E-06
    0.001758  1.96691E-02   -5.41119E-03   -1.89101E-02   -9.11888E-06
    0.001782  1.71682E-02   -4.71662E-03   -1.65076E-02    1.98179E-05
    0.001806  1.38275E-02   -3.78920E-03   -1.32981E-02    4.47632E-06
    0.001830  2.03325E-02   -5.57437E-03   -1.95534E-02   -4.94994E-06
    0.001855  2.13774E-02   -5.86168E-03   -2.05580E-02   -9.79960E-07
    0.001880  2.31360E-02   -6.36019E-03   -2.22446E-02   -6.35896E-06
    0.001905  2.28016E-02   -6.25092E-03   -2.19280E-02   -2.03758E-05
    0.001931  2.64175E-02   -7.24821E-03   -2.54036E-02    2.22165E-06
    0.001957  2.76568E-02   -7.58018E-03   -2.65976E-02   -1.16254E-05
    0.001984  2.41019E-02   -6.62510E-03   -2.31734E-02   -7.94149E-06
    0.002011  2.56895E-02   -7.04225E-03   -2.47054E-02    8.01055E-06
    0.002038  2.51214E-02   -6.89463E-03   -2.41566E-02   -1.00378E-05
    0.002065  2.51704E-02   -6.89209E-03   -2.42083E-02    1.51787E-05
    0.002093  3.12936E-02   -8.58969E-03   -3.00916E-02   -1.46661E-05
    0.002122  2.52475E-02   -6.91074E-03   -2.42832E-02    7.77342E-06
    0.002150  3.26735E-02   -8.95253E-03   -3.14229E-02   -2.90796E-06
    0.002179  2.18252E-02   -5.99461E-03   -2.09857E-02    2.46025E-05
    0.002209  2.86072E-02   -7.86331E-03   -2.75052E-02    1.23876E-06
    0.002239  2.65928E-02   -7.27715E-03   -2.55776E-02    6.76349E-06
    0.002269  3.48402E-02   -9.53472E-03   -3.35100E-02   -2.54779E-05
    0.002300  2.57147E-02   -7.05378E-03   -2.47282E-02    1.10504E-05
    0.002331  2.73949E-02   -7.51972E-03   -2.63425E-02    1.39134E-05
    0.002362  3.05401E-02   -8.37955E-03   -2.93678E-02   -2.05515E-06
    0.002394  3.17443E-02   -8.70375E-03   -3.05276E-02   -2.58344E-07
    0.002427  2.79183E-02   -7.67724E-03   -2.68418E-02    2.24218E-05
    0.002459  3.19710E-02   -8.79369E-03   -3.07377E-02   -1.87374E-05
    0.002493  2.68943E-02   -7.36099E-03   -2.58672E-02    7.22752E-06
    0.002526  3.29359E-02   -9.02152E-03   -3.16761E-02   -2.68828E-07
    0.002561  3.72377E-02   -1.02513E-02   -3.57987E-02    1.43897E-05
    0.002595  2.47814E-02   -6.79752E-03   -2.38308E-02    1.25836E-05
    0.002630  3.44072E-02   -9.44349E-03   -3.30856E-02   -8.18669E-07
    0.002666  3.55498E-02   -9.77219E-03   -3.41802E-02    2.29813E-05
    0.002702  2.54954E-02   -6.97269E-03   -2.45232E-02   -6.29992E-06
