# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  1.38604E-02   -7.74222E-04   -1.38388E-02    1.05215E-06
    0.001014  8.66404E-03   -4.85152E-04   -8.65044E-03    1.05871E-06
    0.001027  9.43309E-03   -5.30177E-04   -9.41817E-03    3.96823E-07
    0.001041  9.33310E-03   -5.23041E-04   -9.31843E-03   -1.58701E-06
    0.001055  1.01580E-02   -5.68701E-04   -1.01420E-02   -3.86901E-06
    0.001069  9.15989E-03   -5.13353E-04   -9.14548E-03    1.72430E-06
    0.001084  1.20598E-02   -6.71634E-04   -1.20411E-02    3.16263E-06
    0.001099  1.08605E-02   -6.06181E-04   -1.08436E-02    9.26944E-08
    0.001113  9.58381E-03   -5.36272E-04   -9.56880E-03   -1.69356E-07
    0.001128  1.15088E-02   -6.45063E-04   -1.14907E-02    7.80069E-07
    0.001144  1.25032E-02   -7.00896E-04   -1.24835E-02    4.50342E-06
    0.001159  1.45430E-02   -8.10911E-04   -1.45204E-02   -4.56212E-07
    0.001175  1.07588E-02   -6.00705E-04   -1.07420E-02    1.65445E-06
    0.001191  1.81311E-02   -1.01405E-03   -1.81027E-02   -7.38705E-06
    0.001207  8.17740E-03   -4.61443E-04   -8.16436E-03   -1.21185E-06
    0.001223  1.25361E-02   -7.04225E-04   -1.25164E-02    2.16968E-06
    0.001240  1.21944E-02   -6.80857E-04   -1.21753E-02   -3.96557E-06
    0.001257  1.08274E-02   -6.04415E-04   -1.08105E-02    3.62582E-06
    0.001274  1.00803E-02   -5.68803E-04   -1.00642E-02   -4.31207E-06
    0.001291  1.08475E-02   -6.05421E-04   -1.08306E-02    1.17856E-06
    0.001308  1.54091E-02   -8.61784E-04   -1.53850E-02   -7.64129E-07
    0.001326  1.19482E-02   -6.70209E-04   -1.19294E-02    8.77679E-07
    0.001344  1.53233E-02   -8.54669E-04   -1.52994E-02    1.27227E-06
    0.001362  6.61032E-03   -3.71010E-04   -6.59989E-03   -5.43791E-06
    0.001380  1.12877E-02   -6.28834E-04   -1.12702E-02   -9.62150E-07
    0.001399  1.24739E-02   -6.96882E-04   -1.24544E-02   -2.20483E-06
    0.001418  2.06018E-02   -1.13800E-03   -2.05703E-02    1.12941E-05
    0.001437  1.62340E-02   -9.06146E-04   -1.62087E-02    1.40536E-05
    0.001457  1.61327E-02   -8.97502E-04   -1.61077E-02    7.35078E-06
    0.001476  1.57935E-02   -8.81440E-04   -1.57689E-02   -1.41178E-05
    0.001496  1.81714E-02   -1.01589E-03   -1.81430E-02   -1.94264E-06
    0.001516  1.73109E-02   -9.73538E-04   -1.72835E-02   -5.59609E-06
    0.001537  1.53887E-02   -8.58332E-04   -1.53648E-02    6.99597E-06
    0.001558  1.21879E-02   -6.87469E-04   -1.21685E-02    4.35713E-06
    0.001579  1.67482E-02   -9.36786E-04   -1.67220E-02    7.48870E-06
    0.001600  2.18132E-02   -1.22501E-03   -2.17787E-02    1.05872E-05
    0.001622  9.27534E-03   -5.10332E-04   -9.26125E-03    8.59140E-06
    0.001644  2.03793E-02   -1.12214E-03   -2.03483E-02   -3.34900E-06
    0.001666  1.82984E-02   -1.03399E-03   -1.82691E-02    1.02183E-05
    0.001689  2.07467E-02   -1.13863E-03   -2.07154E-02   -3.96677E-06
    0.001711  2.83029E-02   -1.58243E-03   -2.82586E-02   -6.36009E-06
    0.001734  2.05159E-02   -1.14401E-03   -2.04839E-02    2.36719E-06
    0.001758  1.87904E-02   -1.05858E-03   -1.87605E-02    4.26866E-06
    0.001782  1.69930E-02   -9.58437E-04   -1.69659E-02   -2.22217E-05
    0.001806  1.54582E-02   -8.79291E-04   -1.54331E-02   -1.21582E-05
    0.001830  1.78953E-02   -1.00177E-03   -1.78672E-02   -6.17549E-07
    0.001855  1.18959E-02   -6.59788E-04   -1.18775E-02    5.20254E-07
    0.001880  2.34935E-02   -1.30296E-03   -2.34573E-02   -4.38866E-06
    0.001905  2.39090E-02   -1.33362E-03   -2.38717E-02    1.04630E-05
    0.001931  3.04757E-02   -1.69339E-03   -3.04285E-02   -4.72512E-06
    0.001957  2.14227E-02   -1.20497E-03   -2.13888E-02    3.98711E-06
    0.001984  2.21860E-02   -1.22833E-03   -2.21519E-02   -2.43643E-06
    0.002011  2.84717E-02   -1.61558E-03   -2.84258E-02   -1.47801E-05
    0.002038  2.36913E-02   -1.34016E-03   -2.36533E-02    5.57618E-06
    0.002065  2.63236E-02   -1.46292E-03   -2.62828E-02    2.42653E-05
    0.002093  2.01009E-02   -1.14010E-03   -2.00685E-02   -8.09729E-06
    0.002122  2.53040E-02   -1.40504E-03   -2.52649E-02    2.03200E-05
    0.002150  2.66986E-02   -1.50149E-03   -2.66563E-02   -2.04471E-05
    0.002179  3.10007E-02   -1.73204E-03   -3.09522E-02   -1.30847E-05
    0.002209  2.73963E-02   -1.52364E-03   -2.73537E-02    2.84441E-06
    0.002239  2.43008E-02   -1.35000E-03   -2.42632E-02    1.07755E-05
    0.002269  2.95796E-02   -1.65889E-03   -2.95329E-02   -3.86714E-06
    0.002300  2.57099E-02   -1.43700E-03   -2.56696E-02   -4.57864E-07
    0.002331  2.29949E-02   -1.26379E-03   -2.29601E-02   -9.59737E-06
    0.002362  3.33205E-02   -1.86399E-03   -3.32682E-02    2.60550E-05
    0.002394  3.42649E-02   -1.90873E-03   -3.42117E-02   -2.03105E-05
    0.002427  2.57344E-02   -1.42864E-03   -2.56947E-02   -2.12525E-05
    0.002459  3.18571E-02   -1.81358E-03   -3.18054E-02   -2.63442E-06
    0.002493  2.86133E-02   -1.61076E-03   -2.85678E-02    7.01559E-06
    0.002526  3.16143E-02   -1.74930E-03   -3.15657E-02    1.45150E-05
    0.002561  3.24076E-02   -1.84375E-03   -3.23550E-02   -3.74877E-05
    0.002595  2.87190E-02   -1.59421E-03   -2.86746E-02    2.79682E-06
    0.002630  3.71830E-02   -2.08194E-03   -3.71245E-02    1.54330E-06
    0.002666  3.38810E-02   -1.91288E-03   -3.38268E-02   -1.18043E-05
    0.002702  2.88636E-02   -1.60931E-03   -2.88186E-02   -2.06502E-06
    0.002738  3.43830E-02   -1.95976E-03   -3.43270E-02    1.39042E-05
    0.002775  3.09708E-02   -1.74371E-03   -3.09215E-02   -1.88895E-05
    0.002813  3.17850E-02   -1.78163E-03   -3.17349E-02   -1.87327E-05
    0.002851  3.95820E-02   -2.23273E-03   -3.95188E-02   -3.00037E-05
    0.002890  3.78847E-02   -2.11371E-03   -3.78256E-02   -1.64059E-05
    0.002929  3.94586E-02   -2.21322E-03   -3.93964E-02   -2.67111E-05
    0.002968  3.54282E-02   -1.99339E-03   -3.53719E-02    2.09821E-05
    0.003008  3.79063E-02   -2.12114E-03   -3.78467E-02    1.57321E-05
    0.003049  4.17920E-02   -2.35836E-03   -4.17253E-02    1.80941E-05
    0.003090  3.82211E-02   -2.14148E-03   -3.81610E-02    9.81496E-06
    0.003132  3.90034E-02   -2.18539E-03   -3.89420E-02   -1.45624E-06
    0.003174  3.33387E-02   -1.88786E-03   -3.32851E-02    4.89399E-06
    0.003217  3.84439E-02   -2.15050E-03   -3.83836E-02    1.90740E-05
    0.003261  3.52646E-02   -1.98649E-03   -3.52084E-02   -1.30096E-05
    0.003305  4.35814E-02   -2.41732E-03   -4.35142E-02   -1.69944E-05
    0.003350  3.75149E-02   -2.11792E-03   -3.74550E-02   -1.48557E-05
    0.003395  3.66087E-02   -2.03753E-03   -3.65518E-02   -1.05004E-05
    0.003441  3.95665E-02   -2.24563E-03   -3.95026E-02   -2.48255E-06
    0.003487  4.03676E-02   -2.25069E-03   -4.03047E-02   -1.49799E-05
    0.003535  4.35806E-02   -2.42113E-03   -4.35132E-02   -1.75136E-05
    0.003582  3.93783E-02   -2.20249E-03   -3.93166E-02   -1.02736E-05
    0.003631  4.15581E-02   -2.33989E-03   -4.14921E-02    2.41463E-06
    0.003680  3.76439E-02   -2.14333E-03   -3.75828E-02    3.28838E-06
    0.003730  4.35048E-02   -2.44838E-03   -4.34357E-02   -1.44261E-05
    0.003780  4.41396E-02   -2.48061E-03   -4.40698E-02    5.91374E-06
    0.003831  4.39577E-02   -2.44568E-03   -4.38895E-02   -1.40488E-05
    0.003883  4.65650E-02   -2.63559E-03   -4.64903E-02   -1.71307E-05
    0.003936  4.85893E-02   -2.73630E-03   -4.85121E-02    8.49325E-07
    0.003989  5.42765E-02   -3.04103E-03   -5.41912E-02   -3.30626E-06
    0.004043  4.63699E-02   -2.60606E-03   -4.62966E-02   -1.24039E-05
    0.004097  3.47619E-02   -1.95160E-03   -3.47070E-02   -2.36248E-05
    0.004153  3.84432E-02   -2.14717E-03   -3.83831E-02   -4.54947E-06
    0.004209  5.02504E-02   -2.82076E-03   -5.01710E-02   -1.88844E-05
    0.004266  1.58346E-02   -8.81791E-04   -1.58100E-02    1.51542E-06
    0.004323  4.53379E-02   -2.53788E-03   -4.52667E-02   -2.04088E-05
    0.004382  2.84189E-02   -1.65397E-03   -2.83704E-02    1.74231E-05
    0.004441  2.30550E-04   -1.28572E-05   -2.30190E-04    1.25012E-08
    0.004501  3.23363E-03   -1.83118E-04   -3.22844E-03   -1.41823E-06
    0.004562  6.22655E-03   -3.43692E-04   -6.21700E-03   -4.31866E-06
    0.004624  1.04264E-02   -5.96611E-04   -1.04092E-02   -2.43278E-06
    0.004686  1.31316E-02   -7.14098E-04   -1.31120E-02   -1.35318E-05
    0.004750  1.64614E-02   -9.15832E-04   -1.64355E-02   -1.93309E-06
    0.004814  3.20831E-02   -1.80172E-03   -3.20319E-02   -4.96761E-05
    0.004879  3.90600E-02   -2.08333E-03   -3.90038E-02   -1.74372E-05
    0.004945  3.11480E-02   -1.75114E-03   -3.10981E-02    4.33676E-05
    0.005012  4.85170E-02   -2.79121E-03   -4.84357E-02   -7.87837E-05
    0.005080  3.64405E-02   -2.10212E-03   -3.63781E-02    8.07582E-05
    0.005148  3.76513E-02   -2.15893E-03   -3.75874E-02   -9.36559E-05
    0.005218  4.86333E-02   -2.76190E-03   -4.85531E-02    1.17524E-04
    0.005289  4.23465E-02   -2.41112E-03   -4.22757E-02   -6.41924E-05
    0.005360  6.48737E-02   -3.65873E-03   -6.47678E-02   -2.79140E-04
    0.005433  4.43607E-02   -2.39176E-03   -4.42937E-02   -1.03204E-05
    0.005506  5.74819E-02   -3.24245E-03   -5.73879E-02    1.07765E-04
    0.005580  3.82530E-02   -2.27114E-03   -3.81816E-02    2.24253E-04
    0.005656  7.18175E-02   -4.11272E-03   -7.16944E-02   -4.96186E-05
    0.005732  7.78572E-02   -4.29190E-03   -7.77338E-02    1.59437E-04
    0.005810  7.08871E-02   -3.87637E-03   -7.07766E-02   -9.75167E-05
    0.005888  5.54930E-02   -3.42720E-03   -5.53829E-02    1.29026E-06
    0.005968  2.90902E-02   -1.63181E-03   -2.90390E-02   -2.31282E-05
    0.006049  7.34845E-02   -3.87068E-03   -7.33776E-02    2.37773E-04
    0.006131  5.71116E-02   -3.31217E-03   -5.70092E-02   -6.89755E-05
    0.006213  7.11477E-02   -3.71524E-03   -7.10419E-02   -4.24215E-04
    0.006297  6.57683E-02   -3.53501E-03   -6.56632E-02    1.68492E-04
    0.006383  6.19381E-02   -3.39609E-03   -6.18351E-02   -3.08284E-04
    0.006469  7.22851E-02   -4.24919E-03   -7.21515E-02   -9.69056E-05
    0.006556  8.92702E-02   -4.84977E-03   -8.91301E-02   -1.25834E-04
    0.006645  1.25514E-01   -6.61198E-03   -1.25331E-01   -3.24811E-04
    0.006735  7.94196E-02   -4.44089E-03   -7.92851E-02   -1.19062E-04
    0.006826  1.22178E-01   -6.59208E-03   -1.21987E-01   -6.64524E-06
    0.006918  9.77189E-02   -5.59915E-03   -9.75420E-02    8.52399E-04
    0.007012  8.99842E-02   -5.44220E-03   -8.98029E-02   -1.34642E-04
    0.007107  9.15976E-02   -5.61316E-03   -9.14106E-02    5.03307E-04
    0.007203  1.03884E-01   -5.69486E-03   -1.03714E-01    2.01910E-05
    0.007300  1.03036E-01   -5.63048E-03   -1.02869E-01   -5.17661E-04
    0.007399  7.70104E-02   -4.09942E-03   -7.68866E-02   -2.97359E-04
    0.007499  9.61319E-02   -5.20144E-03   -9.59730E-02    3.72037E-04
    0.007600  7.93328E-02   -5.19423E-03   -7.91427E-02    5.70605E-04
    0.007703  1.00556E-01   -5.87509E-03   -1.00359E-01   -2.89975E-04
