# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  2.38818E-01   -1.03432E-01    2.15258E-01   -6.57507E-05
    0.001014  1.92086E-01   -8.31950E-02    1.73134E-01    1.74059E-05
    0.001027  1.92666E-01   -8.34455E-02    1.73657E-01    1.40204E-05
    0.001041  1.90671E-01   -8.25970E-02    1.71852E-01    8.32427E-05
    0.001055  2.00399E-01   -8.68160E-02    1.80617E-01   -9.00304E-05
    0.001069  2.49344E-01   -1.08058E-01    2.24713E-01    8.81215E-05
    0.001084  1.95235E-01   -8.45626E-02    1.75971E-01   -2.52933E-06
    0.001099  2.79175E-01   -1.20974E-01    2.51602E-01    7.59835E-05
    0.001113  1.78595E-01   -7.73385E-02    1.60980E-01   -1.18557E-04
    0.001128  2.61310E-01   -1.13293E-01    2.35473E-01   -1.33062E-04
    0.001144  2.11735E-01   -9.17209E-02    1.90837E-01    1.54252E-04
    0.001159  3.04866E-01   -1.32152E-01    2.74733E-01    1.34690E-04
    0.001175  2.18879E-01   -9.48006E-02    1.97283E-01   -2.44747E-06
    0.001191  2.21616E-01   -9.60400E-02    1.99724E-01   -9.98079E-05
    0.001207  2.72440E-01   -1.18170E-01    2.45477E-01   -4.40701E-05
    0.001223  3.02793E-01   -1.31234E-01    2.72874E-01    1.49781E-04
    0.001240  2.12703E-01   -9.21571E-02    1.91701E-01   -1.37650E-04
    0.001257  2.79985E-01   -1.21471E-01    2.52262E-01   -3.74426E-05
    0.001274  2.44271E-01   -1.05834E-01    2.20152E-01    2.82953E-04
    0.001291  3.36110E-01   -1.45748E-01    3.02864E-01   -2.17475E-05
    0.001308  3.43689E-01   -1.48994E-01    3.09712E-01   -3.17835E-04
    0.001326  1.68460E-01   -7.29959E-02    1.51821E-01    3.35270E-04
    0.001344  3.06145E-01   -1.32924E-01    2.75781E-01   -2.00845E-04
    0.001362  3.26754E-01   -1.41711E-01    2.94423E-01   -5.34020E-05
    0.001380  2.32007E-01   -1.00588E-01    2.09065E-01    5.00141E-04
    0.001399  2.92046E-01   -1.26676E-01    2.63140E-01   -1.93446E-04
