# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  6.76927E-02   -4.72177E-02    4.85054E-02   -7.04698E-06
    0.001014  5.62783E-02   -3.92467E-02    4.03352E-02   -1.46298E-05
    0.001027  6.39777E-02   -4.46355E-02    4.58343E-02    1.28657E-05
    0.001041  7.15903E-02   -4.99452E-02    5.12896E-02    3.73659E-05
    0.001055  7.16207E-02   -4.99152E-02    5.13611E-02    5.74603E-05
    0.001069  7.82188E-02   -5.45523E-02    5.60555E-02    3.95913E-06
    0.001084  5.82567E-02   -4.06235E-02    4.17559E-02   -1.87328E-05
    0.001099  8.52897E-02   -5.94566E-02    6.11490E-02   -4.96235E-05
    0.001113  5.35435E-02   -3.73746E-02    3.83409E-02    6.18669E-06
    0.001128  1.08342E-01   -7.56051E-02    7.76004E-02   -2.55957E-05
    0.001144  1.09427E-01   -7.63789E-02    7.83617E-02    3.82775E-05
    0.001159  7.38776E-02   -5.15455E-02    5.29238E-02   -9.98468E-06
    0.001175  3.94649E-02   -2.75127E-02    2.82931E-02   -4.64171E-06
    0.001191  9.08356E-02   -6.33356E-02    6.51128E-02   -1.62562E-05
    0.001207  9.82506E-02   -6.85414E-02    7.03931E-02   -6.34032E-05
    0.001223  1.12687E-01   -7.86290E-02    8.07212E-02    3.14339E-05
    0.001240  7.03445E-02   -4.91015E-02    5.03719E-02   -8.99526E-06
    0.001257  1.22404E-01   -8.54300E-02    8.76604E-02   -8.85279E-06
    0.001274  1.24536E-01   -8.69378E-02    8.91686E-02    1.17203E-04
    0.001291  7.56319E-02   -5.27682E-02    5.41813E-02   -4.96978E-05
    0.001308  7.39098E-02   -5.15491E-02    5.29645E-02   -2.28360E-05
    0.001326  1.46302E-01   -1.02021E-01    1.04861E-01    5.23503E-05
    0.001344  1.06763E-01   -7.44920E-02    7.64802E-02   -1.76062E-04
    0.001362  1.27450E-01   -8.89017E-02    9.13224E-02    2.46811E-05
    0.001380  1.20638E-01   -8.41486E-02    8.64432E-02   -1.14262E-04
    0.001399  7.75095E-02   -5.40701E-02    5.55335E-02    4.05202E-06
    0.001418  1.02534E-01   -7.15487E-02    7.34421E-02   -6.98693E-06
    0.001437  8.90852E-02   -6.22300E-02    6.37452E-02    4.08670E-05
    0.001457  1.03183E-01   -7.19817E-02    7.39268E-02   -5.82484E-05
    0.001476  1.32954E-01   -9.27450E-02    9.52620E-02    1.85070E-05
    0.001496  9.07098E-02   -6.32284E-02    6.50398E-02   -1.53548E-04
    0.001516  1.37475E-01   -9.59339E-02    9.84664E-02   -9.27423E-05
    0.001537  1.03275E-01   -7.20961E-02    7.39426E-02   -2.12930E-04
    0.001558  1.51551E-01   -1.05726E-01    1.08578E-01    1.33855E-04
    0.001579  1.60510E-01   -1.12006E-01    1.14968E-01    2.35648E-05
    0.001600  1.69332E-01   -1.18174E-01    1.21276E-01    2.18853E-04
    0.001622  1.25036E-01   -8.71625E-02    8.96447E-02   -8.32328E-05
    0.001644  1.60988E-01   -1.12321E-01    1.15327E-01    1.00740E-04
    0.001666  1.51853E-01   -1.06057E-01    1.08677E-01    1.96119E-04
    0.001689  1.83170E-01   -1.27725E-01    1.31288E-01   -1.01356E-04
    0.001711  1.12634E-01   -7.85815E-02    8.06888E-02   -2.41237E-05
    0.001734  1.61260E-01   -1.12610E-01    1.15425E-01   -2.73280E-04
    0.001758  1.44685E-01   -1.00767E-01    1.03820E-01   -6.34487E-05
    0.001782  2.01247E-01   -1.40423E-01    1.44155E-01   -7.33505E-05
    0.001806  1.77076E-01   -1.23437E-01    1.26957E-01    5.00524E-04
    0.001830  1.52811E-01   -1.06598E-01    1.09485E-01   -2.85022E-04
    0.001855  1.81368E-01   -1.26505E-01    1.29960E-01   -3.62162E-04
    0.001880  1.84750E-01   -1.28760E-01    1.32483E-01   -1.96799E-05
    0.001905  1.71525E-01   -1.19607E-01    1.22936E-01   -1.73445E-04
    0.001931  1.78873E-01   -1.24648E-01    1.28283E-01   -8.12505E-05
    0.001957  1.63780E-01   -1.14284E-01    1.17309E-01    5.17191E-04
    0.001984  2.07884E-01   -1.45146E-01    1.48817E-01    1.37132E-04
    0.002011  2.26341E-01   -1.58081E-01    1.61984E-01   -2.53960E-04
    0.002038  1.62087E-01   -1.12996E-01    1.16199E-01    1.96835E-04
    0.002065  2.18851E-01   -1.52688E-01    1.56778E-01    1.22902E-04
    0.002093  2.27091E-01   -1.58517E-01    1.62604E-01    3.23924E-05
    0.002122  1.66872E-01   -1.16277E-01    1.19681E-01    6.37905E-04
    0.002150  1.61103E-01   -1.12156E-01    1.15639E-01    2.18148E-04
    0.002179  2.35298E-01   -1.64235E-01    1.68490E-01   -3.17292E-04
    0.002209  1.97781E-01   -1.37713E-01    1.41946E-01   -6.39733E-05
    0.002239  1.69678E-01   -1.18233E-01    1.21689E-01   -5.23534E-06
