# Mon Jul 22 14:51:12 2013
# Size integrated effective scattering matrix elements for BARE-GR-S
# model of Zubko, Dwek, and Arendt 2004, ApJS, 152, 211
# Model contains a mixture of PAH, graphtic, and silicate grains.
# S11(a), S12(a), S33(a), and S34(a) for each component were integrated
# over the appropriate ZDA size distribution and summed to produce the
# effective scattering matrix elements. Integrals were weighted by the
# appropriate C_sca(a): 
#    S11_eff = SUM(INT[S11(a,i)C_sca(a,i)f(a)]/INT[C_sca(i,a)f(a)])
#  
# Sij and all grain properties computed using:
#   Light Scattering by Multilayer Spherical Particles               
#   copyright (c) 1997-2002 by Victor Zubko,                         
#   NASA Goddard Space Flight Center, Greenbelt, MD                  
#  Converted to IDL by K. Misselt, 8/02, UofA.                       
# with exception of the PAH component.
# Graphitic component was computed for both perpendicular and parallel
# modes and summed using 2/3:1/3 after the Mie calculation.
#  
# Wave [um]       S11            S12            S33            S34
    0.001000  6.73552E-03   -2.99768E-04   -6.72885E-03   -1.78910E-06
    0.001014  9.85990E-03   -4.40650E-04   -9.85005E-03    2.08348E-06
    0.001027  7.52944E-03   -3.37257E-04   -7.52188E-03    1.24834E-06
    0.001041  7.63771E-03   -3.40223E-04   -7.63012E-03    2.86685E-07
    0.001055  1.23514E-02   -5.52051E-04   -1.23390E-02   -1.24326E-07
    0.001069  7.78340E-03   -3.45308E-04   -7.77574E-03   -1.43479E-06
    0.001084  7.48390E-03   -3.33114E-04   -7.47647E-03   -3.80599E-07
    0.001099  1.37873E-02   -6.16785E-04   -1.37734E-02   -5.44971E-07
    0.001113  1.44243E-02   -6.41525E-04   -1.44101E-02    3.86789E-06
    0.001128  9.04737E-03   -4.03124E-04   -9.03839E-03    6.84407E-07
    0.001144  1.07468E-02   -4.79414E-04   -1.07361E-02   -2.76022E-06
    0.001159  9.85674E-03   -4.44671E-04   -9.84670E-03    2.08387E-07
    0.001175  1.20906E-02   -5.45588E-04   -1.20783E-02   -1.50988E-06
    0.001191  1.04025E-02   -4.62547E-04   -1.03922E-02    1.19198E-06
    0.001207  1.50011E-02   -6.68258E-04   -1.49862E-02    6.40256E-06
    0.001223  1.48498E-02   -6.58660E-04   -1.48352E-02    1.86960E-07
    0.001240  1.29677E-02   -5.78246E-04   -1.29548E-02   -1.98600E-07
    0.001257  1.55790E-02   -6.99826E-04   -1.55633E-02    1.71849E-06
    0.001274  1.31625E-02   -5.88677E-04   -1.31493E-02   -6.15938E-06
    0.001291  1.65387E-02   -7.34259E-04   -1.65224E-02   -2.63322E-06
    0.001308  1.67026E-02   -7.43847E-04   -1.66860E-02   -6.81126E-08
    0.001326  1.77425E-02   -7.93554E-04   -1.77247E-02    5.90186E-06
    0.001344  1.03954E-02   -4.65051E-04   -1.03850E-02   -5.49677E-07
    0.001362  1.65089E-02   -7.38655E-04   -1.64924E-02   -2.59724E-06
    0.001380  1.69058E-02   -7.52189E-04   -1.68890E-02    1.13429E-05
    0.001399  1.34057E-02   -5.94919E-04   -1.33925E-02   -3.38958E-06
    0.001418  1.43900E-02   -6.39666E-04   -1.43758E-02    2.74861E-07
    0.001437  1.36948E-02   -6.12183E-04   -1.36811E-02   -4.75398E-06
    0.001457  1.44255E-02   -6.47264E-04   -1.44110E-02   -8.85063E-07
    0.001476  1.34443E-02   -6.04807E-04   -1.34306E-02    1.43005E-06
    0.001496  1.51437E-02   -6.66125E-04   -1.51290E-02   -3.39539E-06
    0.001516  1.40575E-02   -6.32019E-04   -1.40433E-02   -3.84391E-06
    0.001537  1.90626E-02   -8.42236E-04   -1.90440E-02    6.59231E-06
    0.001558  1.64748E-02   -7.45452E-04   -1.64579E-02    1.39044E-05
    0.001579  1.53219E-02   -6.83064E-04   -1.53066E-02    6.73707E-06
    0.001600  1.66640E-02   -7.35665E-04   -1.66477E-02    1.59082E-06
    0.001622  1.79570E-02   -8.02947E-04   -1.79390E-02   -1.51170E-05
    0.001644  2.39948E-02   -1.07527E-03   -2.39707E-02   -1.38179E-05
    0.001666  2.12869E-02   -9.44994E-04   -2.12659E-02   -3.12454E-06
    0.001689  1.80476E-02   -8.14208E-04   -1.80292E-02    2.84021E-06
    0.001711  2.44487E-02   -1.09958E-03   -2.44239E-02   -1.02134E-05
    0.001734  1.33383E-02   -6.05058E-04   -1.33245E-02    1.32145E-05
    0.001758  1.59038E-02   -7.22806E-04   -1.58873E-02   -1.01061E-05
    0.001782  2.99203E-02   -1.32974E-03   -2.98907E-02    7.50374E-06
    0.001806  1.33258E-02   -5.85587E-04   -1.33128E-02   -7.68284E-06
    0.001830  2.07435E-02   -9.47907E-04   -2.07218E-02    2.12209E-05
    0.001855  1.76001E-02   -7.74142E-04   -1.75830E-02    1.77481E-05
    0.001880  2.11947E-02   -9.40699E-04   -2.11737E-02   -9.09698E-06
    0.001905  2.36823E-02   -1.03959E-03   -2.36594E-02   -5.10109E-06
    0.001931  2.17225E-02   -9.73857E-04   -2.17006E-02   -4.14840E-06
    0.001957  1.86197E-02   -8.25018E-04   -1.86013E-02   -9.09487E-06
    0.001984  1.81719E-02   -8.04408E-04   -1.81540E-02   -2.80332E-06
    0.002011  1.67882E-02   -7.50725E-04   -1.67713E-02   -4.72382E-06
    0.002038  2.26524E-02   -1.02972E-03   -2.26290E-02   -6.38013E-06
    0.002065  1.79703E-02   -7.74525E-04   -1.79536E-02    1.96612E-05
    0.002093  2.52633E-02   -1.13433E-03   -2.52377E-02   -2.17039E-05
    0.002122  2.70697E-02   -1.20348E-03   -2.70429E-02    2.12598E-05
    0.002150  3.04591E-02   -1.37119E-03   -3.04282E-02   -6.38326E-06
    0.002179  2.43848E-02   -1.09142E-03   -2.43603E-02   -1.65481E-05
    0.002209  2.98696E-02   -1.34697E-03   -2.98391E-02    7.28107E-06
    0.002239  2.97127E-02   -1.33477E-03   -2.96826E-02    8.59223E-06
    0.002269  3.15025E-02   -1.41789E-03   -3.14705E-02   -2.08530E-05
    0.002300  2.42342E-02   -1.09994E-03   -2.42091E-02   -1.81786E-05
    0.002331  2.37227E-02   -1.07405E-03   -2.36983E-02   -2.10596E-05
    0.002362  2.80771E-02   -1.24458E-03   -2.80494E-02   -1.34662E-05
    0.002394  3.52965E-02   -1.57391E-03   -3.52613E-02   -3.55183E-05
    0.002427  3.02577E-02   -1.35180E-03   -3.02273E-02    1.58452E-05
    0.002459  2.85499E-02   -1.29855E-03   -2.85202E-02    1.03656E-05
    0.002493  2.86058E-02   -1.28764E-03   -2.85767E-02    1.97662E-05
    0.002526  3.31754E-02   -1.46742E-03   -3.31428E-02   -1.17502E-05
    0.002561  2.80099E-02   -1.24771E-03   -2.79820E-02    2.32229E-06
    0.002595  2.97079E-02   -1.33914E-03   -2.96776E-02    7.30298E-06
    0.002630  3.18520E-02   -1.41264E-03   -3.18205E-02    1.27075E-05
