# g=<cos(theta)>  scattering factors for DUSTEM
#
# nsize (number of sampled sizes in this file)
# sizes (microns)
# g values: g(size1),...., g(sizeN)
#
          98
 3.0000E-04  3.3162E-04  3.6658E-04  4.0522E-04  4.4794E-04  4.9516E-04  5.4735E-04  6.0505E-04  6.6883E-04  7.3933E-04  8.1727E-04  9.0342E-04  9.9865E-04  1.1039E-03  1.2203E-03  1.3489E-03  1.4911E-03  1.6483E-03  1.8220E-03  2.0141E-03  2.2264E-03  2.4611E-03  2.7205E-03  3.0073E-03  3.3243E-03  3.6747E-03  4.0621E-03  4.4903E-03  4.9636E-03  5.4869E-03  6.0652E-03  6.7046E-03  7.4113E-03  8.1926E-03  9.0562E-03  1.0011E-02  1.1066E-02  1.2233E-02  1.3522E-02  1.4947E-02  1.6523E-02  1.8265E-02  2.0190E-02  2.2318E-02  2.4671E-02  2.7272E-02  3.0146E-02  3.3324E-02  3.6837E-02  4.0720E-02  4.5012E-02  4.9757E-02  5.5002E-02  6.0800E-02  6.7209E-02  7.4294E-02  8.2125E-02  9.0782E-02  1.0035E-01  1.1093E-01  1.2262E-01  1.3555E-01  1.4984E-01  1.6563E-01  1.8309E-01  2.0239E-01  2.2373E-01  2.4731E-01  2.7338E-01  3.0220E-01  3.3405E-01  3.6927E-01  4.0819E-01  4.5122E-01  4.9878E-01  5.5136E-01  6.0948E-01  6.7373E-01  7.4475E-01  8.2325E-01  9.1004E-01  1.0060E+00  1.1120E+00  1.2292E+00  1.3588E+00  1.5020E+00  1.6604E+00  1.8354E+00  2.0289E+00  2.2427E+00  2.4791E+00  2.7405E+00  3.0293E+00  3.3487E+00  3.7017E+00  4.0919E+00  4.5232E+00  5.0000E+00
#### g-factor ####              (lines are lambda from LAMBDA.DAT and columns are the N sizes)
 3.3533E-04  4.0976E-04  5.0073E-04  6.1189E-04  7.4778E-04  9.1387E-04  1.1169E-03  1.3651E-03  1.6686E-03  2.0396E-03  2.4933E-03  3.0481E-03  3.7267E-03  4.5567E-03  5.5723E-03  6.8150E-03  8.3361E-03  1.0198E-02  1.2479E-02  1.5273E-02  1.8698E-02  2.2891E-02  2.8024E-02  3.4307E-02  4.1992E-02  5.1388E-02  6.3509E-02  7.8064E-02  9.6029E-02  1.1820E-01  1.4551E-01  1.7901E-01  2.1977E-01  2.6868E-01  3.2603E-01  3.9101E-01  4.6112E-01  5.3206E-01  5.9861E-01  6.5647E-01  7.0405E-01  7.4248E-01  7.7396E-01  8.0037E-01  8.2292E-01  8.4209E-01  8.5805E-01  8.7127E-01  8.8232E-01  8.9156E-01  8.9926E-01  9.0570E-01  9.1109E-01  9.1561E-01  9.1941E-01  9.2263E-01  9.2536E-01  9.2769E-01  9.2969E-01  9.3141E-01  9.3290E-01  9.3419E-01  9.3530E-01  9.3628E-01  9.3712E-01  9.3786E-01  9.3850E-01  9.3905E-01  9.3953E-01  9.3995E-01  9.4031E-01  9.4062E-01  9.4088E-01  9.4100E-01  9.4069E-01  9.5061E-01  9.2949E-01  8.5877E-01  8.1255E-01  8.1374E-01  9.3825E-01  8.8269E-01  8.8390E-01  5.7625E-01  7.1727E-01  4.9259E-01  4.5464E-01  4.8951E-01  3.6788E-01  1.5436E-01  4.0568E-02  3.5738E-02  1.5126E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 3.2413E-04  3.9607E-04  4.8400E-04  5.9144E-04  7.2279E-04  8.8332E-04  1.0796E-03  1.3195E-03  1.6128E-03  1.9713E-03  2.4098E-03  2.9459E-03  3.6016E-03  4.4035E-03  5.3846E-03  6.5850E-03  8.0540E-03  9.8520E-03  1.2053E-02  1.4750E-02  1.8054E-02  2.2098E-02  2.7046E-02  3.3099E-02  4.0500E-02  4.9544E-02  6.1214E-02  7.5220E-02  9.2509E-02  1.1385E-01  1.4017E-01  1.7250E-01  2.1194E-01  2.5944E-01  3.1545E-01  3.7938E-01  4.4899E-01  5.2021E-01  5.8779E-01  6.4715E-01  6.9626E-01  7.3595E-01  7.6834E-01  7.9536E-01  8.1830E-01  8.3781E-01  8.5409E-01  8.6756E-01  8.7879E-01  8.8818E-01  8.9600E-01  9.0254E-01  9.0801E-01  9.1260E-01  9.1647E-01  9.1974E-01  9.2252E-01  9.2489E-01  9.2693E-01  9.2869E-01  9.3021E-01  9.3152E-01  9.3267E-01  9.3366E-01  9.3452E-01  9.3527E-01  9.3592E-01  9.3649E-01  9.3698E-01  9.3740E-01  9.3777E-01  9.3808E-01  9.3835E-01  9.3854E-01  9.4032E-01  9.4564E-01  8.9380E-01  8.4937E-01  7.8340E-01  4.6402E-01  9.0655E-01  6.9386E-01  6.7962E-01  8.3892E-01  4.8406E-01  5.9765E-01  4.6182E-01  4.1329E-01  3.4975E-01  1.6220E-01  1.4345E-01  1.1793E-01  1.2475E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 3.1329E-04  3.8282E-04  4.6780E-04  5.7165E-04  6.9860E-04  8.5376E-04  1.0434E-03  1.2753E-03  1.5587E-03  1.9052E-03  2.3289E-03  2.8470E-03  3.4805E-03  4.2554E-03  5.2031E-03  6.3626E-03  7.7812E-03  9.5173E-03  1.1642E-02  1.4245E-02  1.7433E-02  2.1333E-02  2.6102E-02  3.1935E-02  3.9063E-02  4.7769E-02  5.9005E-02  7.2485E-02  8.9125E-02  1.0967E-01  1.3503E-01  1.6624E-01  2.0440E-01  2.5052E-01  3.0518E-01  3.6801E-01  4.3703E-01  5.0840E-01  5.7689E-01  6.3766E-01  6.8827E-01  7.2922E-01  7.6255E-01  7.9021E-01  8.1358E-01  8.3343E-01  8.5002E-01  8.6374E-01  8.7517E-01  8.8471E-01  8.9266E-01  8.9930E-01  9.0485E-01  9.0952E-01  9.1345E-01  9.1678E-01  9.1962E-01  9.2204E-01  9.2412E-01  9.2591E-01  9.2746E-01  9.2881E-01  9.2997E-01  9.3099E-01  9.3187E-01  9.3263E-01  9.3330E-01  9.3387E-01  9.3437E-01  9.3480E-01  9.3518E-01  9.3549E-01  9.3577E-01  9.3608E-01  9.4550E-01  9.0815E-01  9.3610E-01  1.4420E-01  7.6079E-01  9.1994E-01  9.3354E-01  8.9347E-01  1.7993E-01  7.9842E-01  7.2686E-01  3.8676E-01  4.5315E-01  3.4639E-01  2.7024E-01  1.2511E-01  4.5191E-03  5.7009E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 3.0280E-04  3.7000E-04  4.5214E-04  5.5251E-04  6.7519E-04  8.2515E-04  1.0085E-03  1.2325E-03  1.5064E-03  1.8413E-03  2.2507E-03  2.7513E-03  3.3634E-03  4.1120E-03  5.0276E-03  6.1475E-03  7.5175E-03  9.1937E-03  1.1245E-02  1.3757E-02  1.6832E-02  2.0594E-02  2.5192E-02  3.0812E-02  3.7678E-02  4.6060E-02  5.6879E-02  6.9854E-02  8.5872E-02  1.0566E-01  1.3010E-01  1.6022E-01  1.9713E-01  2.4191E-01  2.9524E-01  3.5693E-01  4.2529E-01  4.9669E-01  5.6597E-01  6.2807E-01  6.8013E-01  7.2233E-01  7.5662E-01  7.8496E-01  8.0877E-01  8.2896E-01  8.4587E-01  8.5986E-01  8.7148E-01  8.8118E-01  8.8926E-01  8.9600E-01  9.0165E-01  9.0639E-01  9.1040E-01  9.1379E-01  9.1667E-01  9.1914E-01  9.2127E-01  9.2310E-01  9.2468E-01  9.2605E-01  9.2724E-01  9.2828E-01  9.2918E-01  9.2996E-01  9.3064E-01  9.3122E-01  9.3173E-01  9.3217E-01  9.3254E-01  9.3287E-01  9.3314E-01  9.3465E-01  9.4280E-01  9.4467E-01  9.4619E-01  9.1801E-01  5.6834E-01  9.1219E-01  7.3344E-01  9.0561E-01  8.3717E-01  7.5984E-01  3.9131E-01  5.8020E-01  1.1839E-01  4.3286E-01  2.0429E-01  1.6352E-01  1.2260E-01  3.6357E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 2.9265E-04  3.5759E-04  4.3697E-04  5.3397E-04  6.5254E-04  7.9744E-04  9.7457E-04  1.1911E-03  1.4557E-03  1.7793E-03  2.1747E-03  2.6582E-03  3.2494E-03  3.9721E-03  4.8558E-03  5.9363E-03  7.2577E-03  8.8736E-03  1.0850E-02  1.3268E-02  1.6227E-02  1.9841E-02  2.4256E-02  2.9646E-02  3.6226E-02  4.4252E-02  5.4659E-02  6.7102E-02  8.2471E-02  1.0148E-01  1.2500E-01  1.5406E-01  1.8981E-01  2.3336E-01  2.8553E-01  3.4630E-01  4.1421E-01  4.8582E-01  5.5608E-01  6.1976E-01  6.7362E-01  7.1742E-01  7.5286E-01  7.8184E-01  8.0595E-01  8.2631E-01  8.4342E-01  8.5758E-01  8.6929E-01  8.7903E-01  8.8714E-01  8.9389E-01  8.9953E-01  9.0427E-01  9.0826E-01  9.1164E-01  9.1453E-01  9.1701E-01  9.1914E-01  9.2098E-01  9.2258E-01  9.2397E-01  9.2518E-01  9.2623E-01  9.2714E-01  9.2793E-01  9.2862E-01  9.2922E-01  9.2973E-01  9.3018E-01  9.3056E-01  9.3089E-01  9.3113E-01  9.3195E-01  9.4555E-01  8.8491E-01  8.8375E-01  7.6013E-01  3.3017E-01  9.3242E-01  7.4567E-01  8.7632E-01  8.2782E-01  7.6288E-01  6.8380E-01  5.6695E-01  4.0533E-01  4.1465E-01  1.7932E-01  7.6535E-02  6.8946E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 2.8283E-04  3.4560E-04  4.2232E-04  5.1606E-04  6.3064E-04  7.7068E-04  9.4186E-04  1.1511E-03  1.4068E-03  1.7195E-03  2.1016E-03  2.5688E-03  3.1399E-03  3.8382E-03  4.6918E-03  5.7355E-03  7.0116E-03  8.5719E-03  1.0480E-02  1.2814E-02  1.5668E-02  1.9155E-02  2.3411E-02  2.8607E-02  3.4946E-02  4.2677E-02  5.2702E-02  6.4685E-02  7.9488E-02  9.7804E-02  1.2048E-01  1.4855E-01  1.8314E-01  2.2542E-01  2.7627E-01  3.3586E-01  4.0295E-01  4.7436E-01  5.4514E-01  6.0994E-01  6.6517E-01  7.1024E-01  7.4671E-01  7.7649E-01  8.0112E-01  8.2184E-01  8.3925E-01  8.5368E-01  8.6561E-01  8.7552E-01  8.8376E-01  8.9063E-01  8.9636E-01  9.0118E-01  9.0524E-01  9.0869E-01  9.1163E-01  9.1416E-01  9.1633E-01  9.1822E-01  9.1985E-01  9.2127E-01  9.2250E-01  9.2357E-01  9.2450E-01  9.2531E-01  9.2601E-01  9.2662E-01  9.2715E-01  9.2760E-01  9.2799E-01  9.2831E-01  9.2852E-01  9.3107E-01  9.4182E-01  9.2563E-01  9.3303E-01  7.7262E-01  9.2579E-01  9.3402E-01  9.2589E-01  8.5587E-01  6.5617E-01  7.0761E-01  6.0995E-01  4.9075E-01  5.0766E-01  2.5561E-01  2.3904E-01  1.5382E-01  1.2659E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 2.7333E-04  3.3399E-04  4.0813E-04  4.9872E-04  6.0945E-04  7.4478E-04  9.1020E-04  1.1124E-03  1.3595E-03  1.6616E-03  2.0309E-03  2.4823E-03  3.0342E-03  3.7088E-03  4.5335E-03  5.5417E-03  6.7743E-03  8.2813E-03  1.0124E-02  1.2377E-02  1.5133E-02  1.8498E-02  2.2605E-02  2.7617E-02  3.3731E-02  4.1185E-02  5.0845E-02  6.2394E-02  7.6661E-02  9.4321E-02  1.1620E-01  1.4331E-01  1.7678E-01  2.1780E-01  2.6734E-01  3.2571E-01  3.9189E-01  4.6298E-01  5.3414E-01  5.9993E-01  6.5641E-01  7.0268E-01  7.4014E-01  7.7070E-01  7.9591E-01  8.1703E-01  8.3477E-01  8.4950E-01  8.6166E-01  8.7176E-01  8.8017E-01  8.8717E-01  8.9302E-01  8.9794E-01  9.0209E-01  9.0561E-01  9.0862E-01  9.1121E-01  9.1343E-01  9.1536E-01  9.1703E-01  9.1848E-01  9.1974E-01  9.2083E-01  9.2178E-01  9.2261E-01  9.2332E-01  9.2394E-01  9.2448E-01  9.2494E-01  9.2533E-01  9.2566E-01  9.2592E-01  9.3002E-01  9.2198E-01  9.0569E-01  9.0886E-01  5.6760E-01  9.1300E-01  9.0146E-01  9.0228E-01  8.7358E-01  7.1384E-01  6.8032E-01  4.7421E-01  3.8556E-01  4.6357E-01  3.2261E-01  2.6576E-01  1.2425E-01  8.7608E-02  3.1110E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 2.6414E-04  3.2276E-04  3.9441E-04  4.8195E-04  5.8896E-04  7.1974E-04  8.7959E-04  1.0750E-03  1.3138E-03  1.6057E-03  1.9625E-03  2.3987E-03  2.9319E-03  3.5837E-03  4.3805E-03  5.3544E-03  6.5450E-03  8.0005E-03  9.7796E-03  1.1956E-02  1.4616E-02  1.7864E-02  2.1827E-02  2.6662E-02  3.2558E-02  3.9745E-02  4.9051E-02  6.0181E-02  7.3932E-02  9.0955E-02  1.1206E-01  1.3823E-01  1.7060E-01  2.1038E-01  2.5861E-01  3.1572E-01  3.8095E-01  4.5161E-01  5.2306E-01  5.8975E-01  6.4745E-01  6.9489E-01  7.3334E-01  7.6469E-01  7.9050E-01  8.1204E-01  8.3012E-01  8.4514E-01  8.5755E-01  8.6784E-01  8.7641E-01  8.8355E-01  8.8953E-01  8.9455E-01  8.9879E-01  9.0239E-01  9.0547E-01  9.0812E-01  9.1040E-01  9.1237E-01  9.1407E-01  9.1556E-01  9.1684E-01  9.1796E-01  9.1893E-01  9.1977E-01  9.2050E-01  9.2113E-01  9.2167E-01  9.2214E-01  9.2254E-01  9.2287E-01  9.2553E-01  9.2265E-01  9.3931E-01  7.0620E-01  9.1307E-01  8.1458E-01  8.5798E-01  9.3892E-01  8.7206E-01  8.5587E-01  4.1235E-01  6.6347E-01  3.9445E-01  5.3990E-01  3.9300E-01  2.5494E-01  1.4197E-01  7.9462E-02  3.3479E-02  3.6049E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
